episode,step,waiting_time,co2_emission,throughput,reward,episode_reward,exploration_rate,q_table_size
0,0,0.0,27.84140744432449,0,1.1443171851113512,1.1443171851113512,0.5,1
0,10,587.0,88.28431638977369,0,-1.453828632779547,1.1810576986995738,0.5,5
0,20,1450.0,131.13351995462196,1,-2.0292670399092434,-12.09381236727445,0.5,10
0,30,1670.0,146.4570233593976,5,-1.349514046718795,-24.25647849874045,0.5,16
0,40,2527.0,163.77934921975017,0,-2.6940186984395007,-43.21396239744424,0.5,41
0,50,3536.0,175.53627916433044,0,-3.9483525583286605,-76.04324654343412,0.5,50
0,60,5714.0,188.99330083041193,2,-5.577986601660824,-128.7378263583144,0.5,59
0,70,5279.0,167.5004147455488,3,-4.807000829491097,-187.86824843492334,0.5,67
0,80,6040.0,169.1656408173801,2,-4.628331281634759,-241.74801070940228,0.5,76
0,90,6607.0,163.9873404558374,2,-5.585974680911674,-298.2203246142343,0.5,84
0,100,6219.0,192.21637429862906,0,-4.984432748597258,-346.0427944477407,0.5,93
0,110,6366.0,189.86748588805858,0,-5.679734971776117,-397.67312435655094,0.5,100
0,120,5481.0,179.75077423633857,2,-5.359501548472677,-443.74374140744675,0.5,106
0,130,4778.0,196.24109021316607,4,-4.474922180426331,-486.2824803743305,0.5,112
0,140,4422.0,191.04781546599133,2,-4.315655630931982,-524.5935849076586,0.5,119
0,150,3720.0,186.20130404716124,0,-5.0180026080943225,-559.4256407817874,0.5,123
0,160,2782.0,130.42842340249655,0,-1.405216846804993,-587.6247479717185,0.5,128
0,170,4258.0,129.3219585945399,3,-5.361483917189078,-630.7878577958022,0.5,134
0,180,6146.0,122.85768627895732,0,-6.309715372557914,-693.5353280210127,0.5,142
0,190,6090.0,113.57552480785158,0,-5.497151049615702,-744.4462920006993,0.5,147
