step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,14.594708179616456,0,0.0,0.9590679676563495,0,0.0
10.0,0,0.0,0.0,14.458002120406046,0,0.0,0.9608138428926807,0,0.0
15.0,0,0.0,0.0,14.089711207064285,0,0.0,0.9472329332574723,0,0.0
20.0,0,0.0,0.0,13.084284569155207,0,0.0,0.8472904596193863,0,0.0
25.0,0,0.0,0.0,12.707186995918658,0,0.0,0.8432661967059801,0,0.0
30.0,2,5.0,0.35714285714285715,10.22378174142126,2,5.0,0.5421151909943887,2,5.0
35.0,5,26.0,1.8571428571428572,6.481443981005733,5,26.0,0.40983823838042693,5,26.0
40.0,1,3.0,0.2,7.052004510696848,1,28.0,0.4801396141228718,1,28.0
45.0,0,0.0,0.0,10.637057411802,0,3.0,0.7358082565908688,0,3.0
50.0,4,9.0,0.4090909090909091,8.881195434153664,4,12.0,0.4809427752950847,4,12.0
55.0,8,39.0,1.7727272727272727,6.784052894489952,8,42.0,0.3146165210506149,8,42.0
60.0,11,90.0,4.5,4.611718008242772,11,93.0,0.2540400185016471,11,93.0
65.0,13,152.0,7.6,3.4038828415068294,13,155.0,0.25448868784976836,13,155.0
70.0,16,227.0,9.869565217391305,3.6886732527633574,16,230.0,0.22684178794473464,16,230.0
75.0,12,156.0,6.0,3.4933030502554536,12,249.0,0.21547778048084612,12,249.0
80.0,5,28.0,0.9333333333333333,5.999045616441037,5,196.0,0.3239528001524737,5,196.0
85.0,4,9.0,0.3103448275862069,4.514659719844345,4,210.0,0.17021254884306528,4,210.0
90.0,8,39.0,1.3448275862068966,4.977089758326393,8,241.0,0.21738465012591401,8,241.0
95.0,16,104.0,3.586206896551724,3.9591967149435243,16,306.0,0.19857552017796082,16,306.0
100.0,21,201.0,6.28125,3.760518075031725,21,403.0,0.24368320495996407,21,403.0
105.0,24,316.0,8.54054054054054,3.1894247989870883,24,518.0,0.1715964017252523,24,518.0
110.0,29,452.0,11.58974358974359,2.495210832159575,29,654.0,0.0908103973809491,29,654.0
115.0,28,427.0,10.948717948717949,1.952805517068925,28,700.0,0.09435321100799098,28,700.0
120.0,21,286.0,6.651162790697675,4.010608477423531,21,585.0,0.17091245648248202,21,585.0
125.0,17,171.0,3.8,4.500184289892857,17,657.0,0.19116677915927643,17,657.0
130.0,12,79.0,1.9268292682926829,3.997733957446955,12,727.0,0.12239513710309886,12,727.0
135.0,8,29.0,0.7631578947368421,3.6927841554587575,8,679.0,0.13628906390177775,8,679.0
140.0,8,18.0,0.45,4.370802400924561,8,548.0,0.18611502225804175,8,548.0
145.0,4,13.0,0.325,5.895000682425579,4,384.0,0.26186033616508714,4,384.0
150.0,3,4.0,0.10256410256410256,5.458115726397922,3,390.0,0.26643346965295456,3,390.0
155.0,8,27.0,0.75,5.178382530861663,8,415.0,0.24996568137981565,8,415.0
160.0,8,27.0,0.7714285714285715,3.4901156236574846,8,385.0,0.20357440880390565,8,385.0
165.0,5,17.0,0.425,4.658774257356875,5,295.0,0.24615112128759878,5,295.0
170.0,7,21.0,0.5121951219512195,5.3533821324887585,7,165.0,0.1951618634730056,7,165.0
175.0,0,0.0,0.0,5.404864125431019,0,165.0,0.28040318207146,0,165.0
180.0,6,18.0,0.4864864864864865,5.274448729961155,6,177.0,0.24954184456046344,6,177.0
185.0,7,16.0,0.4444444444444444,4.067053672797941,7,151.0,0.16060691704325533,7,151.0
190.0,5,13.0,0.35135135135135137,4.2926488779230265,5,92.0,0.18370989006516095,5,92.0
195.0,4,21.0,0.5526315789473685,5.470230935033866,4,63.0,0.175881187885198,4,63.0
200.0,3,30.0,0.8108108108108109,6.560254613362127,3,57.0,0.28930961975256975,3,57.0
205.0,2,39.0,1.1470588235294117,8.891742807187619,2,46.0,0.5187704628398753,2,46.0
210.0,2,3.0,0.09090909090909091,7.387206605868187,2,10.0,0.4423694460686237,2,10.0
215.0,7,28.0,0.7777777777777778,6.104787083123449,7,35.0,0.2979579489044022,7,35.0
220.0,13,79.0,2.1944444444444446,4.673675669920131,13,86.0,0.1972222807236813,13,86.0
225.0,14,81.0,2.1315789473684212,3.596786473220443,14,133.0,0.1701787651825759,14,133.0
230.0,12,60.0,1.5789473684210527,3.404783777454377,12,143.0,0.13098463564420518,12,143.0
235.0,13,48.0,1.1428571428571428,3.8107799819387895,13,206.0,0.1327426911290506,13,206.0
240.0,16,73.0,1.825,3.5538510739286835,16,280.0,0.16024089980677944,16,280.0
245.0,10,44.0,1.1578947368421053,3.6966620216507633,10,301.0,0.1842103750028699,10,301.0
250.0,7,19.0,0.4523809523809524,4.422352321428191,7,269.0,0.19512204674604253,7,269.0
255.0,7,21.0,0.5,5.703576378581869,7,211.0,0.21024069208901447,7,211.0
260.0,3,5.0,0.125,5.333163903600666,3,216.0,0.21891005199697544,3,216.0
