episode,step,waiting_time,co2_emission,reward,episode_reward
0,0,0.0,11.198265703190561,-0.22396531406381126,-0.22396531406381126
0,10,188.0,55.67895234959762,-2.7535790469919523,-10.440490936601071
0,20,946.0,108.13289625137602,-9.98665792502752,-71.78748052104444
0,30,1806.0,108.35245120317857,-16.887049024063572,-204.73623604456088
0,40,2335.0,77.33020717993658,-20.370604143598733,-408.0007759952724
0,50,1965.0,77.631970821191,-17.44063941642382,-602.7933315082412
0,60,1235.0,93.61280522375041,-11.936256104475008,-742.1483561657474
0,70,490.0,76.85359874429876,-5.5050719748859755,-804.8712311390541
0,80,691.0,77.63422905965626,-7.184684581193126,-863.0582328596389
0,90,1449.0,108.6296300750128,-14.068592601500256,-951.4081274056321
0,100,1405.0,82.09148537909773,-13.009829707581957,-1090.164659349348
0,110,354.0,96.38547706101797,-4.80770954122036,-1167.4244231338032
0,120,589.0,110.05613853409228,-7.097122770681846,-1220.4257510194975
0,130,382.0,71.51387284867502,-4.5342774569735,-1274.699451162461
0,140,523.0,86.88636061348527,-6.041727212269706,-1330.434303122238
0,150,1504.0,106.8209527187291,-14.352419054374582,-1442.8698792311966
0,160,928.0,89.05501596902933,-9.293100319380587,-1559.6183774944013
0,170,997.0,102.23118336883937,-10.252623667376788,-1648.011755216112
0,180,523.0,65.14742747285688,-5.566948549457138,-1718.241182169582
0,190,547.0,83.64140372969486,-6.160828074593898,-1774.4471085535654
1,200,0.0,12.665126041469557,-0.25330252082939114,-0.25330252082939114
1,210,243.0,48.53713504306204,-3.0267427008612406,-11.606191321630408
1,220,1202.0,88.82854193003178,-11.512570838600636,-102.66621537534343
1,230,1249.0,68.38622248069925,-11.423724449613985,-234.48442117934025
1,240,515.0,97.8896216618825,-6.21379243323765,-320.8292333522431
1,250,555.0,79.76101993955223,-6.163220398791045,-381.4308143062797
1,260,1209.0,81.26566048179933,-11.393313209635988,-484.1189197970731
1,270,490.0,78.76107670751712,-5.543221534150343,-564.5790101888132
1,280,102.0,88.8161606267207,-2.616323212534414,-602.0964387973195
1,290,74.0,68.60482072945763,-2.0600964145891525,-619.3455384698539
