episode,reward
158,-562.5352388448337
159,-472.57818739290826
160,-409.6447662654513
161,-467.3460457444578
162,-318.42434722156025
163,-721.9211496970532
164,-706.3324075665348
165,-583.3065776599037
166,-575.6272104053555
167,-643.6516573693901
168,-313.9925138991965
169,-546.9769187429732
170,-434.52608855080257
171,-372.0118315520881
172,-563.3898501329688
173,-748.9643228010759
174,-578.2131782375068
175,-457.34751898730656
176,-690.5697874961738
177,-449.0142159742784
178,-641.8528788948981
179,-531.7643380051568
180,-652.5619887004161
181,-511.8728408173245
182,-524.8522516632116
183,-519.109944691154
184,-652.502474572644
185,-543.8311439024485
186,-331.70039993370904
187,-422.39644496683366
188,-657.4556810960021
189,-393.486994569564
190,-486.50445050845667
191,-281.56584517464245
192,-516.8541998566552
193,-318.6082511875622
194,-312.06288872577625
195,-555.230571607933
196,-454.6544025855599
197,-459.6880781321166
198,-612.5817609106832
199,-347.527484312686
200,-526.9674426521351
201,-234.20996826522685
202,-400.1881039584775
203,-548.567436226507
204,-375.0959812258604
205,-461.55344824901084
206,-453.33226871461034
207,-488.08521929746564
208,-431.0999851969883
209,-435.8821088547084
210,-370.0752794268212
211,-618.939236675159
212,-508.6119700100362
213,-470.1151749796857
214,-712.6758282814205
215,-593.611503721434
216,-382.80839882078754
217,-506.012483734122
218,-267.89072731243704
219,-542.7428214808785
220,-453.2674063873753
221,-351.1930226834233
222,-637.6167093522947
223,-419.51569780003695
224,-476.2805778213072
225,-553.117596775647
226,-327.67972473629396
227,-561.053086479622
228,-409.88631396181034
229,-649.9337292553541
230,-328.9523907912264
231,-275.55740726009543
232,-341.3202393214942
233,-335.8775911936935
234,-423.77836283466064
235,-392.478376253458
236,-647.0648958165469
237,-641.250276492536
238,-613.0607981685215
239,-412.26618780628985
240,-525.597696826508
241,-705.2826243783356
242,-732.9472208569383
243,-424.73162186209754
244,-408.18169619077867
245,-387.14429738191006
246,-327.40269035793136
247,-235.27785478439773
248,-287.2797281722543
249,-537.0214068436154
250,-268.513138081836
251,-348.41955107313953
252,-383.57977596673726
253,-430.97553815382315
254,-628.5052934975682
255,-464.9143332855913
256,-409.67751155023313
257,-394.9556583555471
258,-315.6830197710883
259,-396.5971935490817
260,-272.30282523263145
261,-503.1845115500872
262,-344.80322490463567
263,-394.63881128068346
264,-353.5703638044118
265,-340.95322886576696
266,-213.29115415360653
267,-715.3691751643579
268,-607.5994871091867
269,-346.55245406549136
270,-487.2135591709706
271,-630.7750479264329
272,-438.9552085651411
273,-215.50895819025138
274,-486.02860682875786
275,-277.64375409419875
276,-598.9235707924206
277,-503.88142846109054
278,-244.87325451784173
279,-352.5002016302794
280,-428.1206072934629
281,-387.2594645993131
282,-410.866021769015
283,-545.1392171011856
284,-482.3955842603441
285,-313.5621083207602
286,-358.70356406110284
287,-450.6727560812702
288,-355.09090108133967
289,-408.98094678229614
290,-485.4607908472781
291,-421.60956866075105
292,-484.63939387562823
293,-415.0638922385333
294,-323.43164204143363
295,-396.28490791289056
296,-454.26431148524745
297,-459.547966247756
298,-445.73852820519664
299,-357.12642495213055
300,-376.2117767320218
301,-409.9531662610083
302,-316.3604175956776
303,-405.9615285110589
304,-297.739102897088
305,-534.353301504056
306,-439.9691723996228
307,-355.4211003687143
308,-535.1531555735618
309,-416.790991770386
310,-394.5727647868508
311,-405.78775426233426
312,-295.7451315860741
313,-322.56965869206954
314,-589.7638559648019
315,-424.36423069311655
316,-701.4511075300563
317,-628.4775108890805
318,-408.0957812940781
319,-350.3587867824708
320,-435.88338345402275
321,-298.20108521042187
322,-401.91711811317356
323,-280.5727384619056
324,-190.8472183157381
325,-189.53754492183876
326,-257.42877844456996
327,-214.737838307509
328,-483.6330577492349
329,-323.3703970260088
330,-433.73878621822325
331,-339.71219875320975
332,-476.03273191059645
333,-225.21071106349513
334,-251.03654842719266
335,-462.7571908044511
336,-186.65520307049414
337,-402.9358549902916
338,-263.87377536117447
339,-256.51043998913514
340,-220.87094747624204
341,-250.6452373525549
342,-356.7716417416239
343,-297.87357878979014
344,-516.2787052733275
345,-529.8358589102774
346,-444.5809317389431
347,-416.75711874956505
348,-427.22696959689824
349,-386.96928787531175
350,-400.1922244660588
351,-536.765120393089
352,-368.2068758882754
353,-365.516692033173
354,-517.0950632076687
355,-307.9810704024447
356,-470.95011298532484
357,-374.2202365389711
358,-380.4000968181812
359,-363.16388834902114
360,-338.7945475031887
361,-473.30018667615445
362,-474.8237362295921
363,-289.46910041406346
364,-337.68893404232585
365,-420.2652748040737
366,-471.40444510564294
367,-297.34182437641414
368,-547.8309461241183
369,-405.8126702290933
370,-471.73240814872753
371,-532.2653586137346
372,-327.58309233869784
373,-416.97698597839644
374,-657.4915661917751
375,-544.9376915668653
376,-619.5200903610012
377,-524.948745821438
378,-481.49772436710145
379,-286.83387064340906
380,-407.1866626746679
381,-605.6338636468038
382,-363.6583090208813
383,-495.0627299687297
384,-395.80009023667225
385,-260.8228576786264
386,-478.30922408924283
387,-412.64633475507014
388,-321.10911774263724
389,-313.4871772636286
390,-365.8124885148554
391,-600.611822325394
392,-258.5825592467924
393,-689.4556102854864
394,-588.5110774606371
395,-262.074540232837
396,-377.99050310843984
397,-389.9575260504223
398,-537.0108658143873
399,-229.49177180961146
400,-525.9137582035842
401,-391.3386005687825
402,-393.70603040682016
403,-561.8023880977987
404,-327.4779642557424
405,-497.3856095405824
406,-409.30329472196
407,-527.7115658965131
408,-525.2863884021398
409,-358.80068113371965
410,-589.5658235092768
411,-406.6894098742023
412,-353.64682032422644
413,-295.3710484091935
414,-452.6255236160339
415,-543.0048137046637
416,-392.11153206697486
417,-326.5251716988477
418,-232.1908029320005
419,-790.4085402945635
420,-425.67445228054277
421,-436.35162784042075
422,-637.8705418805451
423,-540.5532755294045
424,-530.8172390836287
425,-541.0838583506531
426,-236.0172232801626
427,-364.55986909158594
428,-673.3300727721672
429,-579.1368253725027
430,-227.80579855979815
431,-317.6970103271074
432,-259.60451434813206
433,-304.9613716387936
434,-510.3871283412627
435,-384.6087924652174
436,-303.38294793921585
437,-465.49847635013947
438,-414.37836514868866
439,-201.66735714452685
440,-410.32516048393825
441,-282.24253862886303
442,-311.73582102272
443,-262.53473923720435
444,-313.7439164512926
445,-328.89567050318414
446,-225.98848685172877
447,-202.23831360264984
448,-246.92042168667064
449,-203.0887270521351
450,-183.41209087327027
451,-431.8627880823585
452,-345.6195892984235
453,-193.24268372076878
454,-349.2020171455515
455,-401.84466915834787
456,-333.8550540439598
457,-696.4906954623735
458,-473.4457600835544
459,-253.16048544001404
460,-528.7920287348531
461,-516.7098525395991
462,-336.3488729094034
463,-311.70784484140347
464,-612.8897015952691
465,-205.01880593251593
466,-472.02334896039457
467,-452.99430257311377
468,-252.72094979457708
469,-448.8601945859405
470,-320.4359589900643
471,-215.83996881030853
472,-231.42134227257986
473,-563.5735104902351
474,-388.3094183537884
475,-599.8870957538462
476,-246.16988929617239
477,-291.4467109606476
478,-305.2766969502414
479,-628.6520298632536
480,-264.2531889315618
481,-485.4903906760116
482,-316.70824067953026
483,-216.8893538523465
484,-299.8065431252507
485,-315.2551766103234
486,-221.29721348697717
487,-404.7497348906779
488,-492.28701240525197
489,-420.1438731229978
490,-207.37226763016926
491,-330.4562260158061
492,-238.81103695313843
493,-332.300399385459
494,-518.1892627892581
495,-298.08189025441385
496,-289.33301761471284
497,-400.0887828382136
498,-365.85343849130055
499,-474.1826191357075
500,-431.13753292486354
