episode,reward
1,-1814.0098761411796
2,-1300.1924152824265
3,-1092.7090998557085
4,-1049.6279171781896
5,-983.8675176882729
6,-871.5486727671095
7,-1069.7152295004848
8,-810.6114241278711
9,-720.2279890287496
10,-662.6027394060407
11,-657.9923351610796
12,-904.0302109482357
13,-925.1710241079942
14,-727.8566187602344
15,-642.9790431584871
16,-673.9773820092399
17,-845.4039575549493
18,-668.5348938954014
19,-698.9340002897267
20,-680.3537465360985
21,-703.9953448831234
22,-534.1194427132378
23,-994.3643859588132
24,-658.2783349031645
25,-785.2984301408251
26,-529.9466063866607
27,-595.9196918564228
28,-564.5818837847137
29,-717.0963900299189
30,-650.7840825247757
31,-666.0591473713737
32,-587.5389470725679
33,-684.6065834366468
34,-461.89754076464556
35,-762.3925157228402
36,-699.1091171116005
37,-649.4015830475006
38,-636.8921862445987
39,-670.3138870646137
40,-758.0136832465287
41,-683.6299596980947
42,-748.8304178398323
43,-993.1271144728839
44,-733.3085488887608
45,-593.6939192218233
46,-480.8647441153601
47,-603.95273022399
48,-610.0254703067354
49,-642.3378915732332
50,-631.7944472671878
51,-700.7819041699157
52,-570.249574665445
53,-587.0589276788919
54,-546.882137546859
55,-466.44912575267824
56,-668.9545810544216
57,-679.9267261192997
58,-669.0737339110746
59,-676.5300053792873
60,-528.0795902481174
61,-569.7404873778091
62,-618.6571998772204
63,-730.2532755708357
64,-388.89986856978686
65,-429.5889466284476
66,-681.6238918917285
67,-655.9919833217922
68,-530.5847786361401
69,-505.9213891952482
70,-581.7839635800792
71,-478.2384148865483
72,-560.3743999384753
73,-558.7928885117244
74,-724.1650456373816
75,-398.6084583402029
76,-645.8716267912479
77,-632.0835747691522
78,-337.4518920927725
79,-595.6024100418533
80,-700.0244835052177
81,-506.2934314256864
82,-877.9203138787685
83,-406.535038652131
84,-708.7318368440194
85,-594.4160215952991
86,-710.5337291664742
87,-538.8722078563302
88,-577.4862850449812
89,-617.9185103801528
90,-570.9964885006916
91,-644.3680947894658
92,-548.3649860804381
93,-542.7829925334886
94,-517.8183261295152
95,-776.4470951949897
96,-565.471887757702
97,-480.1881459975393
98,-637.9965559887805
99,-559.3205983165939
100,-738.1701125177527
101,-506.3545504444847
102,-474.4399569079305
103,-557.5902934629776
104,-787.3655564419681
105,-451.7191789408478
106,-386.2700375826034
107,-396.176612573342
108,-454.095685327295
109,-615.2144421469419
110,-457.3736294399349
111,-382.85648812137475
112,-450.97989816302
113,-537.8245908472046
114,-753.8852713684993
115,-648.321662657293
116,-370.85467731704813
117,-545.6013970434306
118,-673.9360094749761
119,-503.4169247483151
120,-391.19217054786145
121,-406.36671898283066
122,-475.58573883468466
123,-455.39013798391875
124,-465.64146993577214
125,-484.80267858779524
126,-414.04719665099145
127,-392.0095044424064
128,-561.7303413337074
129,-619.3388440345595
130,-480.98152063807663
131,-470.1420679450712
132,-387.8152611685928
133,-439.6215475651316
134,-497.63024656907334
135,-620.7082759034425
136,-252.3632218135582
137,-414.51998553100464
138,-565.1507615331245
139,-600.0831735932788
140,-371.1333110957307
141,-377.6892208546244
142,-485.4981571456585
143,-505.80053927472613
144,-398.5825182085584
145,-547.154842218461
146,-384.4201418386334
147,-538.0153199612514
148,-472.67033258978495
149,-519.2446828951231
150,-208.3077277060587
151,-615.1016593026145
152,-455.03914957596595
153,-600.8054707893289
154,-650.4955861585087
155,-485.0661631295849
156,-679.1622048740588
157,-623.0686618155662
