episode,reward
1,-843.9143358474143
2,-494.05422575231495
3,-758.1924019424004
4,-411.3604735554093
5,-685.5416515629333
6,-648.023705500539
7,-256.1633492803972
8,-692.1925595492024
9,-537.4269784837007
10,-186.76479138423213
11,-522.8143741515626
12,-178.53801810309307
13,-386.257704849075
14,-112.15345493696019
15,-126.2281755734906
16,-168.86983185859532
17,-565.4180776807598
18,-139.45316550993007
19,-71.0795887402868
20,-422.91811526005256
21,-329.61508174173326
22,-140.0126641713869
23,-322.22804273197687
24,-253.6704114418595
25,-130.5800425179235
26,-443.8727108071532
27,-578.7910115216777
28,35.7234265057661
29,-769.3909992002123
30,-264.28418511036057
31,-20.935140933007805
32,-41.41568333868444
33,-175.4105417970389
34,-559.8080643685662
35,-81.75159467722749
36,-460.39809099252284
37,-68.30441800283897
38,12.957699033575627
39,-61.19211103318956
40,-32.88061737801048
41,-750.6136600354683
42,-433.0937952065527
43,-151.85990756747
44,-687.9857814817183
45,-156.99617271753132
46,-55.289526164317635
47,-5.644190801259034
48,-218.34022217412107
49,-27.069105231029987
50,-87.17710102669896
