episode,step,waiting_time,co2_emission,throughput,reward,episode_reward,exploration_rate,q_table_size
0,0,0.0,32.93145869674306,0,1.134137082606514,1.134137082606514,0.5,0
0,10,390.0,74.71912374991297,0,-0.7556382474998257,4.077419363710173,0.5,5
0,20,1207.0,87.26230035292208,2,-0.1553846007058437,-6.619682580248699,0.5,8
0,30,1776.0,116.40171928076128,1,-2.9032834385615227,-13.13091184898353,0.5,11
0,40,3694.0,116.853393904749,1,-5.267826787809498,-56.311748021157555,0.5,31
0,50,4122.0,119.71305640137271,0,-5.300986112802744,-94.54041381459649,0.5,34
0,60,5119.0,143.7266073230469,2,-5.851453214646094,-157.65519556619023,0.5,39
0,70,6100.0,119.93465964570458,4,-5.935869319291408,-210.6129092575205,0.5,44
0,80,5328.0,125.94988269280037,4,-4.1018997653856,-270.6028203576425,0.5,44
0,90,4826.0,130.97168372251247,4,-5.245423367445023,-321.6291214079322,0.5,54
0,100,4818.0,135.22283688400006,0,-4.504085673768,-374.3741520618075,0.5,59
0,110,3751.0,166.59930673548538,1,-4.65917861347097,-418.0624209473493,0.5,69
0,120,4470.0,162.73043910422206,0,-6.606060878208443,-462.01164942947787,0.5,78
0,130,4709.0,178.7967838339806,0,-5.472413567667962,-508.96449334382595,0.5,85
0,140,6062.0,166.1269694971499,0,-5.3642539389943,-568.7842145884352,0.5,92
0,150,6160.0,167.9357742047757,0,-7.235871548409552,-619.2101782791556,0.5,99
0,160,6445.0,162.74160604778663,0,-5.015483212095573,-677.8681974838366,0.5,101
0,170,3373.0,140.509823464889,0,-1.8045596469297775,-712.4869754495719,0.5,108
0,180,2654.0,159.91736285731778,0,-1.1387547257146355,-739.8666678060946,0.5,117
0,190,5094.0,161.68869975960493,0,-7.123377399519209,-793.7282821972088,0.5,126
1,200,0.0,37.835840653223855,0,1.1243283186935524,1.1243283186935524,0.48,134
1,210,474.0,83.88534038867857,0,-0.6562906807773569,2.3493801174746536,0.48,143
1,220,636.0,97.00961928904438,0,-1.0932992385780884,2.932677525468882,0.48,148
1,230,939.0,97.68910930715332,4,1.3544017813856937,1.3626219337094108,0.48,157
1,240,1116.0,126.01075406612829,2,0.7982984918677438,1.694338652369545,0.48,162
1,250,1188.0,120.04570401473981,0,-1.3483314080294793,-2.6210253806368717,0.48,166
1,260,2642.0,139.26156312023292,2,-4.241683126240466,-25.484126475475605,0.48,169
1,270,2533.0,127.55095051657942,1,-1.9314419010331583,-47.248352628442824,0.48,172
1,280,4594.0,156.158398786862,2,-6.014436797573723,-101.03309818544069,0.48,177
1,290,3181.0,138.23591781892407,2,-3.0898518356378473,-129.679165900985,0.48,181
1,300,4420.0,166.5746470880272,0,-3.9127492941760535,-179.08851642439888,0.48,184
1,310,5372.0,202.29192130144014,2,-5.304583842602881,-229.30822846307015,0.48,193
1,320,5468.0,207.04781563534183,0,-7.114095631270684,-277.98324216085194,0.48,201
1,330,6057.0,210.807125612964,4,-4.421614251225927,-333.39798360286704,0.48,211
1,340,6210.0,179.71827113120483,2,-5.175436542262409,-387.59921597869885,0.48,221
1,350,4612.0,161.83293865559017,2,-3.5394258773111793,-434.6718154574416,0.48,228
1,360,2002.0,172.74468685429844,0,-0.44144937370859694,-447.458041148548,0.48,233
1,370,1433.0,152.01215459726154,0,0.1996356908054775,-449.24336520504164,0.48,239
1,380,2910.0,155.11886820260963,0,-2.2160377364052186,-475.60540017701163,0.48,242
1,390,1940.0,150.20823352662813,0,-0.33561646705325643,-490.0204064603289,0.48,250
2,400,0.0,43.479583743731,0,1.1130408325125383,1.1130408325125383,0.4608,259
2,410,512.0,85.47358980266003,0,-0.9807071796053196,2.5515422452408307,0.4608,261
2,420,800.0,88.98483464139926,2,0.950030330717202,-2.9026295392494155,0.4608,267
