step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,12.649498182933014,0,0.0,0.9170172920228135,0,0.0
10.0,0,0.0,0.0,11.982230187802328,0,0.0,0.8727852529994075,0,0.0
15.0,3,6.0,0.3333333333333333,7.158868177005423,3,6.0,0.40716740766414944,3,6.0
20.0,8,42.0,2.3333333333333335,7.112592228596965,8,42.0,0.4089062630229175,8,42.0
25.0,8,82.0,3.9047619047619047,6.296177862684842,8,82.0,0.37547463435970946,8,82.0
30.0,10,130.0,6.5,6.102611183316876,10,130.0,0.34957778904044273,10,130.0
35.0,10,180.0,7.826086956521739,6.2766369358431575,10,180.0,0.3522091612025415,10,180.0
40.0,11,184.0,7.076923076923077,6.802515183661461,11,184.0,0.43931514390966386,11,184.0
45.0,12,240.0,8.0,5.687714818853444,12,240.0,0.31286854924977253,12,240.0
50.0,19,319.0,11.0,3.4698134908964557,19,319.0,0.20767005427457508,19,319.0
55.0,22,424.0,13.67741935483871,2.590661289081838,22,424.0,0.1883472764655296,22,424.0
60.0,25,544.0,17.548387096774192,1.3880648985581827,25,544.0,0.10189148584021147,25,544.0
65.0,24,500.0,13.513513513513514,2.5282217993921265,24,576.0,0.16847849901428694,24,576.0
70.0,21,501.0,13.54054054054054,3.3351867792244794,21,552.0,0.1314915742501181,21,552.0
75.0,24,611.0,12.46938775510204,6.002749844330133,24,611.0,0.2859108671529562,24,611.0
80.0,25,736.0,16.0,5.33665580275369,25,736.0,0.2595039456578069,25,736.0
85.0,30,869.0,18.48936170212766,3.1167372014248707,30,869.0,0.15865606460446516,30,869.0
90.0,31,855.0,19.88372093023256,1.8987604463518182,31,941.0,0.0976819052439033,31,941.0
95.0,25,677.0,14.404255319148936,3.8264466858729533,25,913.0,0.17269787522954286,25,913.0
100.0,19,651.0,13.851063829787234,4.721526212777605,19,882.0,0.18613719080594768,19,882.0
105.0,16,713.0,15.170212765957446,6.738858092199581,16,821.0,0.3455274817896299,16,821.0
110.0,17,794.0,16.20408163265306,7.239526669433837,17,828.0,0.3921490725293147,17,828.0
115.0,16,843.0,18.733333333333334,5.775396554340693,16,878.0,0.32393018968871173,16,878.0
120.0,24,945.0,23.048780487804876,3.481171680197514,24,973.0,0.1416864139661989,24,973.0
125.0,30,1086.0,24.681818181818183,3.2269954105207996,30,1114.0,0.11776706170142885,30,1114.0
130.0,33,1248.0,29.023255813953487,2.7958959610230054,33,1276.0,0.12980446389909336,33,1276.0
135.0,31,1335.0,31.046511627906977,1.4680523463217874,31,1386.0,0.102267083007395,31,1386.0
140.0,25,1318.0,29.288888888888888,3.1650461748704735,25,1444.0,0.16221981575363909,25,1444.0
145.0,20,1382.0,27.098039215686274,5.065434344348187,20,1483.0,0.23329257884805235,20,1483.0
150.0,22,1491.0,27.61111111111111,6.70738814030824,22,1516.0,0.34368076615359566,22,1516.0
155.0,25,1606.0,33.458333333333336,5.077024143229557,25,1608.0,0.2032963369900518,25,1608.0
160.0,28,1674.0,33.48,3.8969653420066885,28,1701.0,0.147558440150649,28,1701.0
165.0,30,1809.0,41.11363636363637,3.49131780185549,30,1809.0,0.12951327154680792,30,1809.0
170.0,34,1967.0,40.979166666666664,3.7540702770964898,34,1967.0,0.1355288225296536,34,1967.0
175.0,30,1498.0,32.56521739130435,2.9690728882502637,30,1813.0,0.09182232654400693,30,1813.0
