episode,step,waiting_time,co2_emission,throughput,reward,episode_reward,exploration_rate,q_table_size
0,0,0.0,38.948700941922496,0,4.955867134658248,4.955867134658248,0.768,1
0,10,303.0,53.11298045866108,4,0.15765332586070424,31.432666013692696,0.768,8
0,20,1085.0,89.24565069711352,0,-6.882169949432139,9.111348083519609,0.768,18
0,30,851.0,103.18190909926984,9,-1.3752647288600295,-33.88245042654635,0.768,27
0,40,1479.0,136.3890771128781,8,-5.375713471546628,-77.15421329572678,0.768,37
0,50,2600.0,135.09385143506665,2,-7.2980460168313925,-137.41015725674578,0.768,47
0,60,1767.0,166.5691193668142,11,-5.6883455926016655,-204.96885307445257,0.768,56
0,70,3619.0,139.49972347854265,1,-8.438947667221868,-281.9856594191997,0.768,63
0,80,2308.0,155.7002624136415,0,-5.875615039925615,-315.8343855110693,0.768,73
0,90,2190.0,180.4997498910354,0,-6.953370772348848,-346.9302243600131,0.768,83
0,100,3756.0,222.06933495293814,0,-8.904401722936989,-416.1645729935365,0.768,93
0,110,5784.0,243.88014005560842,4,-8.976792378376544,-500.10376106656696,0.768,103
0,120,7080.0,228.9775504887836,9,-8.110015722510314,-589.9624639107582,0.768,111
0,130,3005.0,199.7426329875139,10,-1.502199970606461,-628.890275467981,0.768,121
0,140,1839.0,197.88446158092393,7,-3.1134847477564165,-654.1020152460662,0.768,131
0,150,3438.0,138.58530935777455,4,-3.985680745393349,-687.0690889523893,0.768,138
0,160,1806.0,96.94559763057516,8,0.5527860814528232,-705.3825768682552,0.768,147
0,170,1383.0,147.60665597399688,11,0.6434896204182011,-721.1633221829178,0.768,157
0,180,3397.0,225.9699334525573,0,-4.895188523558602,-748.4651315702918,0.768,165
0,190,4795.0,238.19530963135873,2,-7.0230099760412195,-792.1655327096763,0.768,175
0,200,6915.0,263.17192108633856,0,-9.588598442513343,-866.4425448544255,0.768,184
0,210,7998.0,225.7148902496695,8,-8.423045527021223,-949.6797789733442,0.768,193
0,220,6761.0,219.01011895697147,10,-5.719584697158826,-1036.5553925646434,0.768,199
0,230,5360.0,262.34953054146075,8,-4.207612830746018,-1084.4019746812332,0.768,209
0,240,6696.0,206.14044779982922,8,-6.354215356625599,-1136.239339262454,0.768,218
0,250,8577.0,163.78266666666653,2,-8.670326801231898,-1206.3120641512853,0.768,222
0,260,7228.0,134.83837944288305,8,-2.308015428269156,-1277.4847002980296,0.768,229
0,270,3985.0,148.14377472416854,6,-2.6984383573584405,-1298.1204214807267,0.768,239
0,280,1208.0,160.65416979619368,4,-2.1622349555560882,-1298.0545929355756,0.768,249
0,290,2932.0,148.40927166430507,3,-3.0358954860258587,-1322.8026768098534,0.768,252
0,300,2109.0,117.72786400667101,9,1.0059433190911817,-1341.1372554083434,0.768,257
0,310,2008.0,164.5382746185937,6,-0.31690743476850214,-1355.497199461431,0.768,267
0,320,2256.0,153.19890241464358,9,-2.057728719557604,-1381.0929822792905,0.768,277
0,330,3676.0,136.2153111177983,6,-2.3214683534654257,-1414.3527181955606,0.768,286
0,340,3182.0,168.3044718820694,6,-3.0244484343873324,-1424.3574370107422,0.768,295
0,350,2520.0,119.7639512858812,5,-0.7073426480452627,-1440.2573727337078,0.768,303
0,360,4125.0,172.84431860957767,4,-6.885625116563498,-1489.6490767778366,0.768,311
0,370,4481.0,186.04084216491677,4,-8.839773268462737,-1552.6009567169247,0.768,321
0,380,1843.0,182.877533334516,2,-4.387289860333628,-1592.8619857945696,0.768,330
0,390,2296.0,139.8312720991143,11,-1.152507901283795,-1628.4980436584533,0.768,340
0,400,1620.0,202.56863112109986,10,-2.032389711724517,-1662.439041452891,0.768,350
0,410,3184.0,165.39318494290686,6,-5.639700178012483,-1708.8290862466847,0.768,353
0,420,5397.0,168.57341780882172,2,-8.94475814906225,-1789.2062541709336,0.768,359
0,430,2712.0,140.79385612674417,9,-1.1590414834606244,-1834.8765323028217,0.768,362
0,440,4285.0,167.71954231594975,2,-7.209516624011447,-1891.234156694919,0.768,364
0,450,1013.0,137.48424159167675,11,-1.0227985248053537,-1897.5400972697473,0.768,372
0,460,3308.0,196.38609442001987,2,-5.048022941380157,-1939.2334823128522,0.768,375
0,470,3033.0,184.39212642817068,2,-5.102148889721143,-1966.9266493808225,0.768,384
0,480,5929.0,206.83617445139043,2,-9.10208388201301,-2045.9612117967567,0.768,387
0,490,9212.0,235.55922351400878,0,-9.22766980018331,-2136.8913429622594,0.768,391
1,500,0.0,26.260711579344076,0,7.816170469324475,7.816170469324475,0.663552,399
1,510,518.0,93.0207854443024,0,-0.4857763994354656,30.440537071147354,0.663552,407
1,520,1341.0,121.0570042661314,8,-1.2146788960134665,23.56225208944482,0.663552,415
1,530,3117.0,145.31816729149114,2,-2.9771583339460097,-4.343324365333585,0.663552,421
1,540,1907.0,163.8346086245519,0,-2.9358416813115666,-7.989903625318435,0.663552,428
1,550,2821.0,180.3860784019773,0,-3.4372479256557704,-33.07930619365896,0.663552,436
1,560,5112.0,239.51201246308298,8,-4.832421563228379,-80.79905110541345,0.663552,439
1,570,7607.0,241.82908433352324,2,-8.571364112965016,-149.43232011991086,0.663552,443
1,580,3349.0,177.31722569101126,8,-1.792334337091909,-186.16639619224208,0.663552,450
1,590,2053.0,200.48677678861014,8,-2.461148202692918,-202.38276925850366,0.663552,459
1,600,3400.0,229.1119996253548,0,-4.919546668978976,-229.220888365004,0.663552,467
1,610,4316.0,210.96216598753315,2,-5.704514530325132,-273.41423309392036,0.663552,473
1,620,6617.0,216.6321324184978,6,-8.391589062577292,-354.26744814352674,0.663552,478
1,630,6339.0,169.96035441148905,6,-6.191610669893362,-427.7030393747413,0.663552,487
1,640,5498.0,214.15681075098067,4,-7.549374995734439,-473.3275749486802,0.663552,493
1,650,6179.0,200.6192949949894,6,-6.930798157166763,-557.2321164433813,0.663552,496
1,660,6649.0,186.58286472083347,7,-6.886905241557515,-637.4219089879667,0.663552,501
1,670,6664.0,207.74961440965558,10,-5.809791389430034,-720.853875292843,0.663552,506
1,680,7835.0,171.92630979312727,11,-6.367725400611385,-797.2796431556413,0.663552,515
1,690,1530.0,125.34138732388043,2,-1.3057148500685778,-805.0519429820185,0.663552,523
1,700,3890.0,198.36665680596292,0,-5.118420362288936,-842.6417496989632,0.663552,531
1,710,4688.0,161.48292118781504,0,-4.773140230877657,-879.9748629496025,0.663552,538
1,720,6466.0,137.28913025829797,4,-6.746107662636806,-935.2511191815556,0.663552,542
1,730,3431.0,123.15099043608882,6,0.33096147957600847,-981.695557427963,0.663552,545
1,740,2204.0,161.79921165819027,6,-1.4370858063638023,-1007.6848376373189,0.663552,555
