episode,step,waiting_time,co2_emission,reward,episode_reward
0,0,0.0,59.745506294492884,-1.1949101258898576,-1.1949101258898576
0,10,200.0,41.24985418586969,-2.488997083717394,-18.94975334629571
0,20,366.0,50.12443580593229,-4.010488716118646,-55.278729076745904
0,30,925.0,55.02376772190232,-8.636475354438048,-119.21705382446252
0,40,1106.0,74.7188400540936,-10.510376801081872,-230.0103386913725
0,50,2406.0,114.26194911479952,-21.80523898229599,-390.52000534648573
0,60,3406.0,136.6516842753259,-30.26103368550652,-649.8957777415529
0,70,5143.0,130.84278348008857,-44.10485566960177,-1021.8542674215308
0,80,7060.0,128.08866676790515,-59.40177333535811,-1542.2058399523614
0,90,6360.0,117.04696282435626,-53.41293925648713,-2166.313691784625
0,100,8240.0,141.89195416799058,-69.13383908335982,-2778.6844985628763
0,110,10624.0,157.0777925658306,-88.5335558513166,-3576.800756958725
0,120,10204.0,153.81829196376938,-85.14036583927539,-4389.1183218429305
0,130,12673.0,162.0494901184863,-105.04098980236974,-5348.2184690088725
0,140,11576.0,175.00372545201168,-96.60407450904023,-6249.4998508890885
0,150,13970.0,180.7272274599151,-115.8385445491983,-7316.520403599112
0,160,16627.0,174.49293827139437,-136.95385876542792,-8589.01697285576
0,170,15944.0,156.36206871327082,-130.98324137426542,-9966.677095871428
0,180,12990.0,165.1952350610169,-107.52790470122034,-11233.96821369083
0,190,15616.0,203.94679254685946,-129.5509358509372,-12435.103199436398
1,200,0.0,33.47516399959996,-0.6695032799919991,-0.6695032799919991
1,210,113.0,42.63445121533984,-1.8286890243067968,-16.572946290391663
1,220,510.0,39.6496876109983,-4.9689937522199665,-51.16964908633071
1,230,664.0,43.21961931103803,-6.272392386220761,-109.06946668012063
1,240,1514.0,78.67680864500326,-13.845536172900065,-214.330454447683
1,250,2664.0,98.7625046477589,-23.50325009295518,-402.26697322102217
1,260,2509.0,109.0817671753472,-22.517635343506946,-658.0529128674283
1,270,2897.0,124.75537314341186,-25.90310746286824,-884.1355181638547
1,280,3657.0,125.2040721518446,-32.04808144303689,-1184.0864996776004
1,290,3640.0,125.54477158695674,-31.918895431739138,-1463.564926221219
1,300,3884.0,143.3124719996231,-34.27424943999247,-1765.3807980702063
1,310,4234.0,144.11368312625072,-37.01827366252502,-2141.0725349797585
1,320,5974.0,162.5678179118065,-51.51535635823613,-2590.913089433026
1,330,7197.0,198.2681473739951,-62.08536294747991,-3111.682970736928
1,340,11028.0,236.93193238656949,-93.6346386477314,-3900.4539548774305
1,350,11999.0,231.40663163042476,-101.1321326326085,-4926.883154404909
1,360,15850.0,250.1185844622677,-132.53837168924537,-6095.893037614631
1,370,17380.0,236.1740752613766,-144.31548150522755,-7524.291909416168
1,380,19104.0,238.3549827710326,-158.11909965542065,-9055.987469564001
1,390,22485.0,267.7700949803098,-185.8994018996062,-10806.055246633861
2,400,0.0,40.40457521881867,-0.8080915043763736,-0.8080915043763736
2,410,234.0,67.85738354138178,-3.3411476708276355,-20.263296194711828
2,420,240.0,54.004796612015575,-3.0800959322403116,-52.129859295619404
2,430,200.0,17.215649753239667,-1.9923129950647935,-78.09741571501338
2,440,421.0,60.81838581124487,-4.688367716224898,-124.62606452152252
2,450,661.0,64.96969444329889,-6.723393888865978,-187.00293288263572
2,460,1455.0,78.58056181683135,-13.419611236336628,-286.68264708076924
2,470,2078.0,90.08124355641833,-18.66562487112837,-447.77828720822725
2,480,2709.0,87.41796779777515,-23.660359355955507,-648.1997655312331
2,490,3934.0,103.59833770602476,-33.815966754120495,-938.0513274854216
2,500,5640.0,121.80484530454439,-47.84409690609089,-1352.364112004402
2,510,7746.0,141.4315743078563,-65.18863148615713,-1923.6908547868618
2,520,10158.0,158.875841049516,-84.87351682099033,-2682.127412907953
2,530,10005.0,173.59262238626508,-83.9838524477253,-3496.042477370628
2,540,12823.0,187.1069860256723,-106.85413972051344,-4458.152924672002
2,550,15449.0,175.2371201667947,-127.59274240333592,-5634.2253365043525
2,560,18315.0,186.0614989933002,-150.729229979866,-7034.917771779684
2,570,17664.0,204.54970057985406,-145.97099401159707,-8443.382029784801
2,580,20497.0,203.5032614065081,-168.56606522813019,-10028.81866800017
2,590,23604.0,199.54885219529885,-193.382977043906,-11853.460144863398
3,600,0.0,44.55672708963473,-0.8911345417926946,-0.8911345417926946
3,610,105.0,47.982844807550215,-1.8636568961510043,-13.914974659755146
3,620,305.0,38.18116017562745,-3.283623203512549,-43.74788618939341
3,630,469.0,57.98291590775924,-5.015658318155185,-93.4184959416284
3,640,1152.0,68.96259269318824,-10.739251853863765,-173.8217514540335
3,650,2298.0,100.03781328031614,-20.624756265606326,-329.89205292589884
3,660,3633.0,130.26221113152403,-31.949244222630483,-594.7274916193262
3,670,5427.0,114.316209943821,-46.01432419887642,-989.4470839234755
3,680,5575.0,128.97138228999106,-47.475427645799826,-1466.834517005019
3,690,8364.0,183.83292825576027,-71.1166585651152,-2065.348680701588
3,700,10162.0,166.64267833599297,-85.10085356671986,-2842.0767285002703
3,710,12454.0,162.21460728986747,-103.29229214579735,-3799.0504194511095
3,720,11658.0,168.4654004766855,-97.08130800953371,-4784.599795350387
3,730,14274.0,197.33543798693233,-118.67470875973865,-5885.310540653091
3,740,17008.0,210.6587980209678,-140.81317596041936,-7205.853407347499
3,750,19294.0,212.0984083091157,-159.0739681661823,-8716.197595711003
3,760,22201.0,204.1611819536941,-182.25122363907388,-10431.000907711772
3,770,25208.0,194.21371885936568,-206.07627437718733,-12399.77907290351
3,780,27910.0,201.27322392532045,-227.82546447850643,-14586.262492119968
3,790,26940.0,195.46583440242767,-219.98131668804857,-16861.130077065263
4,800,0.0,42.472286351793535,-0.8494457270358707,-0.8494457270358707
4,810,182.0,50.20841025560512,-2.540168205112103,-15.566292656309066
4,820,696.0,70.57494325256376,-7.099498865051276,-61.37910134508012
4,830,823.0,61.32502950948288,-7.962500590189658,-123.0920641554976
4,840,1433.0,75.34937236484066,-13.154987447296815,-225.64997338546
4,850,2562.0,97.80200968883815,-22.67604019377676,-407.57377896940153
4,860,4091.0,128.8000692909292,-35.616001385818585,-701.6055140029458
4,870,4102.0,126.89956033916634,-35.55399120678333,-1105.5820523318475
4,880,5711.0,139.7563813525195,-48.83512762705039,-1533.5377491467043
4,890,7992.0,149.15250802305846,-67.34305016046117,-2119.5576686440336
4,900,10314.0,156.62834621511405,-86.03656692430228,-2902.9056514603276
4,910,12781.0,150.1619675626937,-105.65123935125388,-3872.172096620988
4,920,12560.0,148.93663546314707,-103.82673270926296,-4851.683102394578
4,930,11242.0,164.36726952241466,-93.65534539044829,-5727.603147560716
4,940,12411.0,144.86302212949124,-102.58526044258983,-6711.940921557115
4,950,11215.0,158.10891547897563,-93.19417830957953,-7781.356189737999
4,960,12806.0,178.51100398703582,-106.46622007974074,-8758.107865114105
4,970,10126.0,159.58836297181895,-84.50376725943639,-9816.998247291867
4,980,8303.0,190.19711069962923,-70.77994221399258,-10492.48055217315
4,990,7468.0,225.24549468385197,-64.83290989367704,-11150.570404738011
5,1000,0.0,46.61590243797539,-0.9323180487595079,-0.9323180487595079
5,1010,195.0,57.54857303166132,-2.7989714606332265,-18.094551473617116
5,1020,461.0,63.410732255063195,-5.100214645101264,-63.101261548659735
5,1030,988.0,60.298951391865565,-9.245979027837311,-140.81965989147622
5,1040,2006.0,78.14012465895476,-17.802802493179097,-281.538062627156
5,1050,1817.0,108.26831137115667,-16.877366227423135,-476.8236472908234
5,1060,1990.0,117.7637788060102,-18.5312755761202,-630.6079159111127
5,1070,3320.0,106.53027510647206,-28.946605502129444,-867.1218621001713
5,1080,3618.0,118.64689163114832,-31.580937832622965,-1141.4601291079136
5,1090,4986.0,122.00759916561466,-42.64815198331229,-1534.3187410623163
5,1100,5912.0,145.39371803142643,-50.55587436062853,-1968.176446916637
5,1110,5274.0,138.01522883724311,-45.21630457674487,-2436.5599265728783
5,1120,6894.0,164.06473510422086,-58.79329470208442,-2978.830172698408
5,1130,7508.0,158.6852286830399,-63.549704573660804,-3623.3632899109616
5,1140,9626.0,182.3307485157768,-81.12661497031554,-4359.648652364936
5,1150,12077.0,204.15164256663985,-101.2830328513328,-5268.838886841475
5,1160,14298.0,216.054699654815,-119.2010939930963,-6377.974944622589
5,1170,14967.0,200.66955755311199,-124.18939115106224,-7616.827570504156
5,1180,18021.0,221.28604247966356,-149.10572084959327,-9015.543289665542
5,1190,21037.0,221.79792901391448,-173.38795858027828,-10634.008699102063
6,1200,0.0,33.174366321706444,-0.663487326434129,-0.663487326434129
6,1210,268.0,52.02298281702049,-3.2644596563404096,-16.983616455140478
6,1220,403.0,46.72918338443069,-4.254583667688614,-50.40975934138718
6,1230,464.0,61.809024537667995,-5.0681804907533605,-92.20199019633789
6,1240,956.0,90.98616439585436,-9.707723287917087,-171.7975000987036
6,1250,1538.0,101.91281168164655,-14.59025623363293,-304.7199312260441
6,1260,2578.0,132.53278016423798,-23.570655603284763,-496.2097889529991
6,1270,3540.0,136.5541761841434,-31.427083523682867,-742.8329057815232
6,1280,4991.0,167.53355684419193,-43.61467113688384,-1163.2897654698909
6,1290,5600.0,175.91627601975318,-48.78232552039507,-1607.6457510971925
6,1300,7462.0,182.1626616233965,-63.71525323246793,-2210.1425033657433
6,1310,9419.0,201.91676406144558,-79.83033528122891,-2961.6366173182287
6,1320,11757.0,228.0935430423526,-99.19387086084706,-3906.6281553515073
6,1330,11981.0,233.49377964913296,-101.15787559298266,-4860.452384633273
6,1340,13391.0,243.88608964095343,-112.69372179281909,-5884.154028284532
6,1350,15316.0,222.12699759798582,-127.57853995195971,-7048.345346026578
6,1360,12276.0,188.03600623578785,-102.36872012471576,-8201.39202327417
6,1370,11276.0,216.44567259840463,-95.0569134519681,-9182.729288730294
6,1380,14120.0,215.27935910210493,-117.87358718204212,-10233.952467425259
6,1390,11796.0,198.36290269744566,-98.78325805394891,-11291.810244126587
7,1400,0.0,55.30138441492809,-1.1060276882985618,-1.1060276882985618
7,1410,280.0,55.56211613078457,-3.4712423226156917,-22.86168648670277
7,1420,395.0,59.99968289429323,-4.471993657885865,-70.52782808475577
7,1430,428.0,38.961378374109856,-4.315227567482197,-116.18534801416844
7,1440,1104.0,84.09087436286592,-10.729817487257318,-201.71572254259257
7,1450,1838.0,104.57799733947805,-16.995559946789562,-337.1866669063182
7,1460,3158.0,115.8426483962371,-27.868852967924745,-561.1826076077234
7,1470,4862.0,121.66703456787447,-41.641340691357485,-911.8490872175048
7,1480,5429.0,141.66217967709875,-46.585243593541975,-1332.3549378254645
7,1490,5635.0,151.4841715036248,-48.5336834300725,-1780.557893201854
7,1500,7078.0,159.31259039985403,-60.25025180799708,-2347.5011082478777
7,1510,9197.0,164.16643231044625,-77.31532864620894,-3045.8960095668513
7,1520,9497.0,186.01994297336557,-80.23239885946731,-3756.2869176264517
7,1530,11679.0,182.62954360500441,-97.53259087210009,-4674.386859593706
7,1540,13208.0,174.05521822089483,-109.6171043644179,-5736.39154428731
7,1550,15343.0,198.86851439113173,-127.24137028782265,-6918.004461868124
7,1560,13701.0,189.48027497639208,-113.78960549952784,-8187.720802452044
7,1570,16300.0,213.6793229043493,-135.161586458087,-9460.84735462856
7,1580,18212.0,214.69147599840426,-150.6378295199681,-10922.935457354492
7,1590,17996.0,195.1322511488178,-148.29464502297637,-12423.559856826323
8,1600,0.0,35.3162891083936,-0.706325782167872,-0.706325782167872
8,1610,121.0,37.01279670134738,-1.7882559340269477,-14.977762228884748
8,1620,303.0,36.26017824338413,-3.2292035648676825,-42.78726006627098
8,1630,412.0,32.37332049204288,-4.023466409840857,-78.15026285081333
8,1640,1122.0,74.54605098072432,-10.626921019614487,-155.7195210022479
8,1650,2081.0,95.37639830896022,-18.747527966179206,-302.45095401701633
8,1660,3440.0,116.64429227321271,-30.172885845464254,-544.1042834461563
8,1670,4800.0,140.84202447005234,-41.49684048940105,-913.0218634849571
8,1680,6704.0,135.42969084374295,-56.676593816874856,-1409.7732287668598
