episode,reward
1,-752.5951135604361
2,-697.076867038062
3,-730.3641265672201
4,-893.338923180088
5,-314.98706547418914
6,-346.59392566494495
7,-390.77354976786927
8,-725.8928475238547
9,-365.68443396241105
10,-556.0565646906283
11,-626.2344775867875
12,-446.87944553370437
13,-179.60196293453947
14,-530.126878484646
15,-581.903590619415
16,-256.6398152794333
17,-458.3993862409797
18,-53.48505958241994
19,-203.51459478991595
20,-221.96277810420403
21,-112.29740616612656
22,-474.465604108889
23,-60.178322064957435
24,-31.82164424470171
25,-174.95876618828595
26,-23.22568717742907
27,-23.831990203817238
28,-706.0302852292134
29,-45.85787541372975
30,-190.11557748385943
31,38.712123600225624
32,-0.1701831545137713
33,-171.59598205701047
34,-291.3130027368341
35,-179.564955123113
36,-42.700176210322866
37,-70.0900614483332
38,-179.16100292111062
39,-75.34314797657892
40,-63.56206422371434
41,-122.36347651291929
42,-167.00856414926278
43,43.458492900649674
44,-50.30289770755089
45,-5.224218105475924
46,-98.12187340360718
47,-82.6578694777153
48,-210.57697974680215
49,-46.01403671142624
50,-215.04267616481488
