step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,11.632956268066406,0,0.0,0.8665009638980726,0,0.0
10.0,0,0.0,0.0,11.969371876724937,0,0.0,0.8918887222561827,0,0.0
15.0,4,4.0,0.2222222222222222,6.590864277276553,4,4.0,0.3966287098329932,4,4.0
20.0,8,41.0,2.2777777777777777,6.608263900595484,8,41.0,0.40187092953922804,8,41.0
25.0,8,81.0,3.6818181818181817,6.4524654117862354,8,81.0,0.4263914711867768,8,81.0
30.0,10,129.0,6.45,6.04184019506806,10,129.0,0.34425391752475215,10,129.0
35.0,10,179.0,7.458333333333333,6.4995781014416645,10,179.0,0.29392023446815996,10,179.0
40.0,12,237.0,8.172413793103448,7.404637942941409,12,237.0,0.42034983860510877,12,237.0
45.0,9,181.0,6.241379310344827,6.087115679137772,9,236.0,0.37054853268821414,9,236.0
50.0,13,241.0,8.607142857142858,6.3375625293338755,13,241.0,0.32047981711859097,13,241.0
55.0,13,306.0,9.870967741935484,6.003709403652065,13,306.0,0.2707007030972493,13,306.0
60.0,17,383.0,14.185185185185185,3.641153891058425,17,383.0,0.16606140864597937,17,383.0
65.0,21,478.0,16.482758620689655,2.5578344365523846,21,478.0,0.18402603899645123,21,478.0
70.0,19,502.0,17.310344827586206,1.9990880938353757,19,539.0,0.1448308559922672,19,539.0
75.0,15,510.0,12.439024390243903,5.9630050310712335,15,554.0,0.35908189387966055,15,554.0
80.0,14,578.0,14.097560975609756,7.667577644932176,14,582.0,0.39181369078387324,14,582.0
85.0,17,653.0,14.840909090909092,7.180117861512881,17,653.0,0.3260849557472639,17,653.0
90.0,22,756.0,19.384615384615383,5.8227832752372555,22,756.0,0.202032750768864,22,756.0
95.0,20,568.0,15.777777777777779,3.9358654086186586,20,704.0,0.18413744288769354,20,704.0
100.0,14,281.0,8.264705882352942,4.644818446185294,14,533.0,0.24219600459202809,14,533.0
105.0,12,329.0,8.657894736842104,6.726418233689266,12,424.0,0.33002912917007043,12,424.0
110.0,16,400.0,9.75609756097561,7.389078465757104,16,400.0,0.3855438157648558,16,400.0
115.0,17,481.0,12.333333333333334,5.884621545028004,17,481.0,0.2870958208517571,17,481.0
120.0,20,578.0,15.621621621621621,4.607086013863567,20,578.0,0.18010807663625233,20,578.0
125.0,21,577.0,16.485714285714284,3.0808589914547944,21,630.0,0.15060667348506232,21,630.0
130.0,14,533.0,14.805555555555555,5.102589617165908,14,625.0,0.23669863047737547,14,625.0
135.0,12,587.0,15.447368421052632,6.0473741727302235,12,624.0,0.2715180231698926,12,624.0
140.0,14,657.0,18.25,7.552155003764761,14,657.0,0.34881103544506603,14,657.0
145.0,14,727.0,19.13157894736842,7.423801095651148,14,727.0,0.3717769668830845,14,727.0
150.0,13,768.0,19.692307692307693,6.059149981089829,13,776.0,0.37438232964539453,13,776.0
155.0,16,847.0,25.666666666666668,4.122477520917221,16,847.0,0.23517493111194585,16,847.0
160.0,23,946.0,24.894736842105264,4.132626321324764,23,946.0,0.19352611047638174,23,946.0
165.0,26,1074.0,29.833333333333332,2.7281208316037926,26,1074.0,0.11486353006524919,26,1074.0
170.0,27,881.0,22.58974358974359,2.5641907984978842,27,1044.0,0.16130921244698088,27,1044.0
175.0,20,735.0,19.342105263157894,3.235956603576392,20,894.0,0.1358559853537634,20,894.0
180.0,24,846.0,20.142857142857142,4.727242507653262,24,877.0,0.15803611365934084,24,877.0
185.0,28,977.0,22.204545454545453,4.154273966577828,28,977.0,0.15750377147274344,28,977.0
190.0,26,965.0,21.931818181818183,3.8810294007855117,26,1042.0,0.21453119065265452,26,1042.0
195.0,21,818.0,19.023255813953487,2.943237431180503,21,1016.0,0.10790588489284342,21,1016.0
200.0,17,825.0,17.934782608695652,5.458208234487271,17,979.0,0.2487576907584862,17,979.0
205.0,17,901.0,20.022222222222222,5.863991908515851,17,966.0,0.23587736929395037,17,966.0
210.0,18,990.0,22.5,7.211937353234631,18,999.0,0.33192480052900103,18,999.0
215.0,17,1003.0,26.394736842105264,4.534896721313254,17,1049.0,0.15531899567897023,17,1049.0
220.0,23,1103.0,25.068181818181817,5.127786390539627,23,1112.0,0.2909168878407411,23,1112.0
225.0,26,1229.0,29.261904761904763,4.378585891406315,26,1238.0,0.25765285608203314,26,1238.0
230.0,31,1370.0,31.136363636363637,2.8897246112231723,31,1379.0,0.14958130121522556,31,1379.0
235.0,34,1538.0,34.95454545454545,2.4302681416074434,34,1547.0,0.0947385908436732,34,1547.0
240.0,36,957.0,20.804347826086957,1.889278289945968,36,1272.0,0.09192131321701048,36,1272.0
245.0,32,932.0,20.26086956521739,2.312439946628015,32,963.0,0.082940111031195,32,963.0
250.0,37,1107.0,22.14,2.9333339996622936,37,1116.0,0.0826991116534142,37,1116.0
255.0,34,979.0,18.12962962962963,2.994584075843297,34,1135.0,0.12749088851595342,34,1135.0
260.0,28,721.0,13.351851851851851,3.8791217612121702,28,1017.0,0.20111226284652609,28,1017.0
265.0,28,832.0,15.407407407407407,4.168999348404128,28,963.0,0.1663943185826338,28,963.0
270.0,34,995.0,17.767857142857142,4.547223686024205,34,1004.0,0.15335930098562991,34,1004.0
275.0,35,933.0,18.294117647058822,2.766296769526463,35,1048.0,0.04429882668668881,35,1048.0
280.0,28,598.0,11.72549019607843,3.7137197531314734,28,969.0,0.10344131988831023,28,969.0
285.0,22,348.0,7.404255319148936,4.228532974784846,22,867.0,0.1291991781003933,22,867.0
290.0,15,213.0,4.176470588235294,6.564993374264545,15,713.0,0.3247942748935755,15,713.0
295.0,9,181.0,3.851063829787234,8.297111440242123,9,567.0,0.44855159613667556,9,567.0
300.0,12,229.0,5.088888888888889,6.210061609028419,12,541.0,0.26401979623096855,12,541.0
