step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,12.532858086087467,0,0.0,0.9232440944047221,0,0.0
10.0,0,0.0,0.0,11.992101847898402,0,0.0,0.882712792621284,0,0.0
15.0,5,6.0,0.3333333333333333,7.011447331091828,5,6.0,0.4310148580720186,5,6.0
20.0,9,44.0,2.588235294117647,5.772704913165767,9,44.0,0.35269437593263653,9,44.0
25.0,7,59.0,2.5652173913043477,4.888657035546579,7,68.0,0.316249594822437,7,68.0
30.0,8,94.0,4.476190476190476,7.024981487791324,8,95.0,0.39064730274910975,8,95.0
35.0,10,137.0,5.48,6.157373484185627,10,138.0,0.27147235071991616,10,138.0
40.0,15,204.0,7.285714285714286,5.740625996460687,15,205.0,0.3352948726693591,15,205.0
45.0,14,243.0,8.379310344827585,4.513197229197512,14,259.0,0.32718655450829415,14,259.0
50.0,14,284.0,9.161290322580646,5.032671550740921,14,291.0,0.2590094164839055,14,291.0
55.0,16,362.0,10.342857142857143,6.944838832719555,16,362.0,0.31079034362382635,16,362.0
60.0,18,444.0,14.32258064516129,4.78555217715723,18,444.0,0.16041258127377966,18,444.0
65.0,20,544.0,17.0,3.097549638063745,20,544.0,0.18947357171742185,20,544.0
70.0,20,629.0,20.966666666666665,1.9943100154852407,20,637.0,0.14550165925250216,20,637.0
75.0,20,723.0,17.214285714285715,5.482447797601767,20,723.0,0.3527843900789355,20,723.0
80.0,21,825.0,19.642857142857142,5.077267962666086,21,825.0,0.28203156204605084,21,825.0
85.0,28,950.0,21.59090909090909,3.349900587282887,28,950.0,0.19414038348636403,28,950.0
90.0,30,1066.0,25.38095238095238,2.472045853304549,30,1083.0,0.13766230785198594,30,1083.0
95.0,27,1189.0,25.847826086956523,3.7834765662381122,27,1194.0,0.16781067760647156,27,1194.0
100.0,30,1333.0,28.97826086956522,3.311910263908928,30,1338.0,0.14725641860096933,30,1338.0
105.0,35,1498.0,32.56521739130435,1.7502061336577879,35,1503.0,0.10317784135631296,35,1503.0
110.0,36,1647.0,32.94,2.7444670377414786,36,1664.0,0.19764623028836914,36,1664.0
115.0,30,1766.0,33.96153846153846,3.5104926859739396,30,1788.0,0.17895459110260176,30,1788.0
120.0,34,1928.0,35.7037037037037,4.030139478172818,34,1928.0,0.14980136490629642,34,1928.0
125.0,36,2106.0,39.0,4.174822304157907,36,2106.0,0.14505084809676477,36,2106.0
130.0,38,2290.0,44.03846153846154,3.3350965234472767,38,2290.0,0.08261529159504694,38,2290.0
135.0,34,2021.0,39.627450980392155,3.455838113535321,34,2236.0,0.16337361067779185,34,2236.0
140.0,27,1394.0,29.041666666666668,2.7725973633502186,27,1971.0,0.12348309606090055,27,1971.0
145.0,18,1249.0,23.12962962962963,4.55097574398461,18,2081.0,0.251427787781656,18,2081.0
150.0,24,1343.0,23.155172413793103,4.893648455510356,24,2181.0,0.247991196480241,24,2181.0
155.0,30,1479.0,27.38888888888889,3.4565112136537435,30,2317.0,0.10288598613392316,30,2317.0
160.0,41,1664.0,29.714285714285715,3.2401819703417347,41,2502.0,0.11782568794175408,41,2502.0
165.0,40,1281.0,24.634615384615383,2.2239917132482385,40,2412.0,0.08824623239797101,40,2412.0
170.0,31,559.0,10.163636363636364,3.146987872548968,31,2059.0,0.14355039873334802,31,2059.0
175.0,26,520.0,9.62962962962963,2.9453739886780057,26,2195.0,0.1159322663317675,26,2195.0
180.0,34,679.0,12.345454545454546,2.9072853258964075,34,2350.0,0.09746741403865967,34,2350.0
185.0,40,869.0,14.982758620689655,3.912119214022437,40,2540.0,0.1634052806682782,40,2540.0
190.0,39,898.0,14.966666666666667,2.352761509326741,39,2481.0,0.07761633726002128,39,2481.0
195.0,36,682.0,12.178571428571429,2.778666428520353,36,2212.0,0.13021800421548638,36,2212.0
200.0,32,541.0,9.016666666666667,3.7022965921081217,32,2001.0,0.13920969337157277,32,2001.0
205.0,26,483.0,8.186440677966102,3.981271522772721,26,1852.0,0.18952136664738192,26,1852.0
210.0,27,345.0,5.948275862068965,3.6440144035159068,27,1540.0,0.16420963041702294,27,1540.0
215.0,26,356.0,6.357142857142857,2.548895683973634,26,1498.0,0.08007595140775706,26,1498.0
220.0,30,426.0,6.553846153846154,4.094959152952914,30,1368.0,0.21056297229027995,30,1368.0
225.0,28,415.0,6.693548387096774,3.277352346399335,28,1452.0,0.16027260906971,28,1452.0
230.0,33,365.0,5.615384615384615,3.0359167390458452,33,1487.0,0.1310920480797765,33,1487.0
235.0,36,494.0,7.967741935483871,3.609443149092429,36,1570.0,0.13031669039226826,36,1570.0
240.0,36,577.0,9.306451612903226,3.5240059721390975,36,1507.0,0.15413449111232572,36,1507.0
245.0,31,537.0,8.95,3.28226976505277,31,1333.0,0.11625387333726848,31,1333.0
250.0,34,445.0,7.416666666666667,2.7787662327043523,34,1315.0,0.10757009761015703,34,1315.0
255.0,44,649.0,10.639344262295081,2.7320306379443893,44,1478.0,0.13810954836724543,44,1478.0
