step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,12.683516623914928,0,0.0,0.9486221520110809,0,0.0
10.0,0,0.0,0.0,12.083606271026229,0,0.0,0.9102898816375534,0,0.0
15.0,1,1.0,0.05555555555555555,6.329359821155373,1,1.0,0.432812494941378,1,1.0
20.0,9,39.0,2.1666666666666665,6.261821450110402,9,39.0,0.37620228082509805,9,39.0
25.0,8,60.0,2.608695652173913,5.294092177658061,8,68.0,0.3298457264132965,8,68.0
30.0,8,97.0,4.619047619047619,6.488556957678246,8,98.0,0.3634238348376933,8,98.0
35.0,11,141.0,5.64,5.6490334844770596,11,142.0,0.24676053880119828,11,142.0
40.0,15,209.0,7.206896551724138,6.072897044617309,15,210.0,0.3675420483234276,15,210.0
45.0,18,290.0,10.0,4.060519204663089,18,291.0,0.29999511590553213,18,291.0
50.0,19,332.0,10.709677419354838,2.5716253244784033,19,359.0,0.18907108221788935,19,359.0
55.0,16,374.0,10.685714285714285,4.036309307756818,16,398.0,0.2107716135888712,16,398.0
60.0,18,457.0,13.057142857142857,3.8314738565664292,18,481.0,0.14368889263346032,18,481.0
65.0,25,573.0,15.486486486486486,2.9840694514468975,25,597.0,0.1726957748902846,25,597.0
70.0,26,497.0,14.2,1.3861277531208887,26,625.0,0.09335743225090103,26,625.0
75.0,27,532.0,11.319148936170214,4.531552071802711,27,599.0,0.27641312939283397,27,599.0
80.0,27,667.0,14.191489361702128,5.047420689599169,27,691.0,0.24543178042613517,27,691.0
85.0,31,813.0,16.26,3.606975660283793,31,837.0,0.1557315192129515,31,837.0
90.0,37,987.0,21.456521739130434,1.7476468402701153,37,1011.0,0.0773554415149225,37,1011.0
95.0,38,1042.0,21.26530612244898,1.6961627418832192,38,1117.0,0.08140510770933303,38,1117.0
100.0,29,907.0,18.510204081632654,2.5802185250830627,29,1138.0,0.10338291099176235,29,1138.0
105.0,25,913.0,17.22641509433962,4.326427873906128,25,1125.0,0.1574737633765993,25,1125.0
110.0,19,912.0,16.581818181818182,4.348933385597222,19,1192.0,0.23070032875415783,19,1192.0
115.0,25,1027.0,19.37735849056604,4.268357003919588,25,1265.0,0.22012316099761248,25,1265.0
120.0,31,780.0,15.0,2.5724852082855416,31,1206.0,0.1115144452317173,31,1206.0
125.0,29,295.0,5.673076923076923,2.420093468481406,29,993.0,0.10316656536800686,29,993.0
130.0,24,293.0,5.425925925925926,2.4153742325655947,24,1129.0,0.08323985966186945,24,1129.0
135.0,34,442.0,7.892857142857143,2.9698295444236114,34,1270.0,0.10334094439368956,34,1270.0
140.0,36,511.0,9.462962962962964,1.2968344920813766,36,1339.0,0.017988851063635337,36,1339.0
145.0,36,436.0,7.517241379310345,3.172456644787028,36,1331.0,0.14921909505179357,36,1331.0
150.0,26,299.0,4.82258064516129,3.489727287700011,26,1299.0,0.18965370564477368,26,1299.0
155.0,19,124.0,2.1379310344827585,3.890290702173609,19,1110.0,0.20821099886687766,19,1110.0
160.0,14,52.0,0.8666666666666667,2.987822203540887,14,1081.0,0.13821944156691662,14,1081.0
165.0,22,82.0,1.4137931034482758,2.6771492480235337,22,998.0,0.08353919158617573,22,998.0
170.0,21,124.0,2.066666666666667,2.489560288807971,21,970.0,0.09968228427229474,21,970.0
175.0,16,132.0,2.2758620689655173,2.9777922748687633,16,866.0,0.12115570003761669,16,866.0
180.0,16,134.0,2.392857142857143,2.620795993461225,16,914.0,0.10370629336852079,16,914.0
185.0,29,257.0,4.145161290322581,3.064263817115295,29,1003.0,0.13675935194870698,29,1003.0
190.0,37,360.0,5.901639344262295,2.081198808842261,37,1064.0,0.08461621348358453,37,1064.0
195.0,38,380.0,6.229508196721311,2.066847773897454,38,1043.0,0.06445187844182693,38,1043.0
200.0,36,449.0,7.483333333333333,3.124022795881493,36,1052.0,0.08075518625982005,36,1052.0
205.0,28,460.0,7.931034482758621,3.099783928140235,28,1194.0,0.1370211331422725,28,1194.0
210.0,27,510.0,9.622641509433961,2.650983881673914,27,1311.0,0.1262491027524478,27,1311.0
215.0,30,617.0,11.425925925925926,2.0293076428356844,30,1355.0,0.07377637523786156,30,1355.0
220.0,27,690.0,10.952380952380953,3.5284052833730186,27,1314.0,0.1904869239761414,27,1314.0
225.0,25,780.0,12.1875,4.243551170753803,25,1296.0,0.19836415219047232,25,1296.0
230.0,21,682.0,10.65625,3.494218424024589,21,1190.0,0.15487837181377215,21,1190.0
235.0,20,326.0,5.433333333333334,3.588672380634446,20,1017.0,0.14988691242293795,20,1017.0
240.0,19,253.0,4.362068965517241,2.9574191156099374,19,1051.0,0.12986739958090476,19,1051.0
245.0,23,304.0,4.903225806451613,3.0927191339761886,23,1044.0,0.12869659601430822,23,1044.0
250.0,26,352.0,5.67741935483871,2.135292492393733,26,1033.0,0.06723069688789698,26,1033.0
255.0,22,391.0,5.75,3.393890592031401,22,928.0,0.15852538900409643,22,928.0
260.0,17,420.0,6.5625,3.1073364114434745,17,956.0,0.15749349519932015,17,956.0
265.0,22,451.0,6.833333333333333,2.9543790506003083,22,936.0,0.10881231677183908,22,936.0
270.0,27,547.0,8.546875,3.4074004417331674,27,957.0,0.11856180060319421,27,957.0
275.0,30,670.0,10.634920634920634,3.868592376393194,30,1038.0,0.11704371122781668,30,1038.0
280.0,28,808.0,13.466666666666667,4.857626839341603,28,1145.0,0.2065043180415921,28,1145.0
285.0,24,854.0,15.25,4.126321012437795,24,1127.0,0.18850055186595427,24,1127.0
290.0,23,775.0,11.923076923076923,4.823906254970067,23,1026.0,0.27569293252205107,23,1026.0
295.0,21,812.0,12.492307692307692,4.021379433509371,21,1110.0,0.22425984621980424,21,1110.0
300.0,22,872.0,13.212121212121213,2.7627822906602693,22,1180.0,0.10583532722062278,22,1180.0
305.0,34,1007.0,14.808823529411764,3.3752834035287123,34,1303.0,0.12515099328622575,34,1303.0
310.0,32,1162.0,17.34328358208955,3.892031482703242,32,1442.0,0.12366044682826534,32,1442.0
315.0,34,1332.0,20.8125,4.815778750399405,34,1599.0,0.20042727197225335,34,1599.0
320.0,32,1154.0,19.233333333333334,3.648569860401166,32,1592.0,0.18905062864475558,32,1592.0
325.0,32,996.0,15.80952380952381,3.7955347014048546,32,1459.0,0.1940525961277212,32,1459.0
330.0,34,1130.0,18.225806451612904,2.878747432256972,34,1603.0,0.12824673506039466,34,1603.0
335.0,37,1252.0,20.524590163934427,2.7028818854827508,37,1752.0,0.11784003081095286,37,1752.0
340.0,37,1407.0,22.693548387096776,3.431619364709527,37,1905.0,0.11053596535728344,37,1905.0
345.0,36,1584.0,25.548387096774192,4.1172258169341935,36,2059.0,0.1417748693606626,36,2059.0
350.0,38,1772.0,30.033898305084747,4.251768537463533,38,2234.0,0.16962168125597152,38,2234.0
355.0,38,1962.0,33.827586206896555,4.067529095336206,38,2417.0,0.12149384092765601,38,2417.0
360.0,36,1898.0,35.81132075471698,2.984088407820346,36,2403.0,0.07402520121927575,36,2403.0
365.0,30,1446.0,24.508474576271187,4.090652083969903,30,2209.0,0.21719928785802117,30,2209.0
370.0,23,1111.0,19.49122807017544,3.865965362995492,23,2158.0,0.20580645716859441,23,2158.0
