step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,12.600881581405963,0,0.0,0.9083062376669432,0,0.0
10.0,0,0.0,0.0,11.900787782852722,0,0.0,0.8685051955405477,0,0.0
15.0,5,9.0,0.5,5.91068411259944,5,9.0,0.4120558728530048,5,9.0
20.0,10,52.0,2.888888888888889,5.697743763832831,10,52.0,0.3258804890796357,10,52.0
25.0,8,62.0,2.5833333333333335,4.870464781026846,8,79.0,0.29225831727839996,8,79.0
30.0,8,98.0,4.454545454545454,6.521595270843312,8,98.0,0.34078069620747786,8,98.0
35.0,8,122.0,4.6923076923076925,6.12840751792324,8,122.0,0.28372781984418993,8,122.0
40.0,12,172.0,6.142857142857143,6.978308330455809,12,172.0,0.38126124930673505,12,172.0
45.0,10,196.0,6.533333333333333,6.214040886902874,10,212.0,0.3593900024317507,10,212.0
50.0,8,213.0,7.344827586206897,6.230022614629264,8,223.0,0.3056402949247913,8,223.0
55.0,12,258.0,8.0625,5.595926275981626,12,268.0,0.2662862115602253,12,268.0
60.0,18,336.0,12.0,4.272000055721411,18,346.0,0.21116340152775295,18,346.0
65.0,18,388.0,12.125,4.072282122973451,18,408.0,0.21226582756251677,18,408.0
70.0,11,408.0,13.6,5.318508855298616,11,439.0,0.23130560635925432,11,439.0
75.0,10,232.0,5.658536585365853,6.5012143874567805,10,377.0,0.3778714004408707,10,377.0
80.0,13,192.0,5.1891891891891895,6.86851532675647,13,269.0,0.389440941292093,13,269.0
85.0,14,224.0,5.463414634146342,4.99068007312268,14,303.0,0.26006840516307045,14,303.0
90.0,14,244.0,6.421052631578948,5.040927382077875,14,331.0,0.2216148308833698,14,331.0
95.0,13,287.0,7.358974358974359,4.720172582418991,13,342.0,0.20139134119317753,13,342.0
100.0,19,357.0,9.916666666666666,4.1235435575684765,19,398.0,0.17280325940681485,19,398.0
105.0,21,349.0,8.948717948717949,4.0600069546547966,21,439.0,0.16942232196921375,21,439.0
110.0,20,408.0,9.488372093023257,5.433396653345296,20,458.0,0.2801269464188341,20,458.0
115.0,21,434.0,10.585365853658537,4.5227188252352395,21,508.0,0.23291798781425135,21,508.0
120.0,13,351.0,8.560975609756097,5.618445005107459,13,495.0,0.2639003523483567,13,495.0
125.0,15,349.0,8.512195121951219,4.555553625588101,15,553.0,0.20568096244957026,15,553.0
130.0,17,424.0,10.871794871794872,3.672393300185628,17,630.0,0.15047754109515354,17,630.0
135.0,20,487.0,11.878048780487806,3.0774597143730746,20,676.0,0.13215925236895906,20,676.0
140.0,19,512.0,13.128205128205128,3.4833981063539543,19,671.0,0.1576058121469906,19,671.0
145.0,12,437.0,9.71111111111111,4.559990134466632,12,676.0,0.23722000738271146,12,676.0
150.0,10,418.0,9.08695652173913,5.210470113720657,10,634.0,0.32190544139619887,10,634.0
155.0,16,458.0,10.177777777777777,3.6003107091385376,16,642.0,0.16460874707355194,16,642.0
160.0,18,481.0,9.816326530612244,4.159126637192497,18,622.0,0.16330342901105407,18,622.0
165.0,19,550.0,11.956521739130435,5.092408395531558,19,638.0,0.15152416219012865,19,638.0
170.0,15,580.0,12.340425531914894,4.737932932222538,15,699.0,0.236274805354121,15,699.0
175.0,21,671.0,15.976190476190476,3.6116236247446545,21,775.0,0.15480187440532955,21,775.0
180.0,24,754.0,17.53488372093023,2.6086425696010638,24,858.0,0.10881031993405976,24,858.0
185.0,19,798.0,16.625,4.1038454766872,19,902.0,0.19619566583073772,19,902.0
190.0,17,865.0,17.653061224489797,5.909360574143023,17,951.0,0.30467632601031186,17,951.0
195.0,17,942.0,19.625,5.641754536151968,17,986.0,0.21144447841764624,17,986.0
200.0,19,868.0,18.46808510638298,4.9122394643222735,19,980.0,0.22610349785424352,19,980.0
205.0,16,777.0,18.5,3.375335546273221,16,904.0,0.14943245641719033,16,904.0
210.0,22,843.0,18.733333333333334,3.9893722191614587,22,980.0,0.1753819336514148,22,980.0
215.0,18,887.0,21.11904761904762,3.6341719219324125,18,1042.0,0.09830700501920103,18,1042.0
220.0,17,929.0,18.215686274509803,5.407282156236189,17,1058.0,0.3114604967630493,17,1058.0
225.0,16,975.0,20.74468085106383,4.68284699383335,16,1054.0,0.24574293968682293,16,1054.0
230.0,28,1051.0,20.607843137254903,3.139358445469054,28,1128.0,0.13553522985244293,28,1128.0
235.0,25,1129.0,23.520833333333332,3.1286032276112614,25,1212.0,0.10307658119390098,25,1212.0
240.0,19,1043.0,21.285714285714285,3.816638042013548,19,1239.0,0.1602092773696056,19,1239.0
245.0,23,1102.0,23.4468085106383,3.3519999874891573,23,1234.0,0.1247277163885436,23,1234.0
250.0,27,1201.0,24.510204081632654,3.1753108634462124,27,1327.0,0.13047177333454588,27,1327.0
255.0,24,1253.0,23.641509433962263,3.977659910384391,24,1391.0,0.1619766168229331,24,1391.0
260.0,19,501.0,9.452830188679245,4.7993849008697635,19,1019.0,0.2543674281631285,19,1019.0
265.0,19,302.0,5.921568627450981,3.5574516084149206,19,548.0,0.13971353522243657,19,548.0
270.0,29,408.0,7.69811320754717,3.321768935263539,29,642.0,0.1403688217099123,29,642.0
275.0,26,481.0,9.62,2.882217237309846,26,699.0,0.06542772962645116,26,699.0
