episode,reward
1,-1176.4956708583886
2,-809.0620200369722
3,-1292.4832959051357
4,-825.9715377395822
5,-752.8189252893666
6,-540.412705831043
7,-754.2720166545638
8,-1063.161759118188
9,-734.3961113529634
10,-350.9839326582566
11,-854.015590502689
12,-687.1413798799938
13,-496.9699653912914
14,-1301.8021588478398
15,-410.89894315360135
16,-809.1699542085408
17,-560.8394769465197
18,-731.8069309270519
19,-328.26666097512185
20,-655.4994281847
21,-269.8008864153438
22,-220.72601185716653
23,-260.8789056185389
24,-637.2373306646502
25,-197.94195232889754
26,-80.83651820099108
27,-422.7734828802192
28,-74.41557479663331
29,-201.528634288835
30,-646.6499651652398
31,-796.0266352092037
32,-761.8354474198239
33,-51.7259400060817
34,-1026.0159010703005
35,-51.44179713925834
36,-63.94098181974335
37,-119.16987993282271
38,-269.59823908893463
39,-69.83251890564225
40,-23.411197540554937
41,-241.21564645497378
42,-140.86759132188394
43,-159.11751499396945
44,-8.697648267449264
45,-57.41082431339626
46,-116.62461565829489
47,-785.2509567252704
48,20.988937465697894
49,-4.719601492966346
50,-3.005362192992185
51,-388.8470271387591
52,-113.0042376428814
53,-3.3406334879627657
54,-31.012568359531528
55,-175.63102751893356
56,-74.85608318536973
57,4.4135548464172825
58,-172.24921920077244
59,-840.5151612298081
60,16.637252869042175
61,-933.6263550632052
62,-96.40872925448956
63,-343.66114610455907
64,-215.94273014685322
65,-40.02671686514889
66,-555.0795242640752
67,-330.21953700459903
68,-62.18535610495639
69,-34.32740438967483
70,-148.77906370209553
71,-98.88907677558366
72,-125.18423102498492
73,3.1026571701371717
74,-579.6121966287691
75,-309.1741948696871
76,-776.39655296478
77,-72.23326666233054
78,-59.96792284362836
79,-103.40307437383802
80,-198.3847163847076
81,-66.97509549282613
82,-147.46773998360206
83,-91.32754261459112
84,26.250872602995784
85,-56.20529662093291
86,-59.04085542216419
87,-134.4000145916585
88,-74.4090002903379
89,53.969742629965054
90,-50.343812073572565
91,-5.326537363674506
92,-17.238831963499944
93,24.791344687975183
94,-10.011966680721123
95,-20.274951093407722
96,-223.6553907712338
97,-33.38659061907205
98,-46.84160998591406
99,-40.501174921976876
100,-53.66757263267422
101,-29.12100824591456
102,-69.60337981198495
103,-54.379747537874294
104,-158.52188514824317
105,-81.72727667254765
106,-123.71157932867662
107,33.92381294468448
108,100.14090883218607
109,7.623635693335381
110,-20.439649858059614
111,-27.566771102559418
112,103.05741466720788
113,-0.7974729694792528
114,10.27885267465322
115,-2.691229485628353
116,-119.56745896713149
117,-59.03490640419093
118,25.51107298338961
119,38.24526067678917
120,20.31003863023122
121,60.85997832688861
122,5.2629751504401785
123,-11.513233918563426
124,-23.493205182291657
125,-37.82150281702652
126,12.989363871633728
127,-0.7779170956644974
128,62.63345229547661
129,-24.654588350756693
130,-13.338328586825499
131,-12.558243540931858
132,-19.09761821325627
133,41.49447167967354
134,-90.37986133800995
135,97.92770080180115
136,-122.78674616697475
137,-87.40123133209002
138,-24.128091387431564
139,-58.20294108288407
140,43.3511150517719
141,-47.0927535861608
142,76.50980771178182
143,-12.228724914739079
144,-20.461077864287173
145,45.07872731315973
146,44.40272923873228
147,-203.52422296029508
148,38.11246535508822
149,-19.471461274695113
150,-163.40327032037393
151,-0.4842074195056365
152,-38.59691808286423
153,-5.209221577422818
154,29.944921710996194
155,-82.93129840294348
156,-47.633331750152095
157,-65.27582995299029
158,90.3447425069732
159,56.35583056260656
160,70.4695572054328
161,58.609875855916385
162,47.37200371076241
163,-41.588193730607266
164,-5.815139223290621
165,-390.70178956339646
166,-13.597605018243133
167,-3.9269858399312674
168,-102.41784417474857
169,77.78858198325065
170,-115.51997997443789
171,74.90243866304942
172,90.96920970914962
173,84.75428575313254
174,23.231071456020135
175,150.6270743496381
176,66.63712086537025
177,80.04528334692489
178,-1.3314075275810062
179,62.065704402240286
180,92.2203679937391
181,110.22297044325073
182,-7.618292328251307
183,41.883634530089374
184,13.500803590795092
185,-52.53008405822836
186,23.585463473606374
187,-48.54758213326444
188,-49.57127558934402
189,62.341049014025906
190,-30.966042700941
191,-151.33118857159093
192,5.648523271909157
193,90.30552818779194
194,-16.130445071091987
195,24.777179366718773
196,-65.85710022174169
197,30.035487589101027
198,59.8694216573274
199,-55.7553247174659
200,30.432185706768934
201,20.516679579960133
202,-41.01296334482865
203,-82.23900271003518
204,97.16040880085262
205,93.70875768410038
206,26.37496441202274
207,97.81738716119098
208,57.32003442579698
209,-16.745301762818666
210,-26.747015346085156
211,-2.5470132540524273
212,-55.68184863196024
213,60.16778379997421
214,-32.72111439195649
215,-29.09244671216049
216,23.17649859500841
217,-433.3044198545319
218,70.20097459140925
219,-70.59660659913018
220,-21.09889064039065
221,45.135786950790106
222,130.39099702200033
223,-1.2621300094479269
224,17.734800141970823
225,28.82277380082315
226,24.643278311545643
227,-31.00100299247154
228,8.78003680164527
229,67.2284737537315
230,19.502779226202186
231,31.09377087225064
232,19.683151844410432
233,-10.999073303680746
234,79.79940209892051
235,-15.676209098996463
236,89.00258822623084
237,5.238274900370769
238,0.010677470074481832
239,49.40681986782465
240,-21.179441766512575
241,32.29230180111944
242,90.75689994085003
243,86.94659005732287
244,-21.568997086242128
245,31.54544398950109
246,80.55534888738215
247,-85.75757967728265
248,137.39620924178203
249,87.4756177673707
250,-100.44416109628864
251,127.42390950772491
252,176.85902342825713
253,-26.084443245758646
254,88.99105116652801
255,55.4901439422974
256,125.79800242653354
257,53.02852583642886
258,91.37000621420917
259,-76.62755960896773
260,59.492567281993374
261,19.36375041423839
262,-140.73381582708598
263,-34.29730855386743
264,-227.38082195336793
265,-83.50884910631072
266,-72.65601925083945
267,-126.07592314743157
268,-65.42598601658551
269,-282.00665442285464
270,-64.51609242085107
271,-41.26786391942304
272,14.419102846272503
273,35.331404885532
274,147.94947826024315
275,22.009546042953563
276,100.04972152081199
277,19.858079679636592
278,40.2829378091058
279,6.370550089109275
280,8.811169281625595
281,26.162452928047422
282,23.49406822606342
283,9.533536967304606
284,148.83260398328397
285,-3.8187237083598533
286,-111.9345408523859
287,-127.01964573152755
288,-32.534216338443564
289,57.9154382429912
290,-235.25881829626337
291,-109.54956679687558
292,72.1623632373808
293,9.120566118510746
294,-12.436366905286734
295,-17.884251869443528
296,-123.7307829862156
297,123.53392258870896
298,-37.0386453616497
299,16.98729942222986
300,110.72156107044502
301,-15.811098826406969
302,133.8993317490311
303,77.87685496615158
304,101.65496333635238
305,52.621676978575564
306,68.97350203505513
307,29.86369030495437
308,34.90208063368094
309,92.53310132347528
310,81.68396585857643
311,-14.151243396136547
312,118.93353616305507
313,49.73407220361597
314,40.25178742191048
315,20.45163344433538
316,14.1630098879685
317,-65.65556282008296
318,158.41901808978363
319,23.473067312107535
320,-20.502109353294685
321,43.813508094601524
322,39.12205825218294
323,50.867030684133546
324,125.16091962662294
