episode,step,waiting_time,co2_emission,throughput,reward,episode_reward,exploration_rate,q_table_size
0,0,0.0,8.938144023076319,0,1.1821237119538475,1.1821237119538475,0.5,1
0,10,344.0,72.00735189371699,0,-0.4631347037874337,4.526203472386431,0.5,5
0,20,982.0,86.33129210067179,0,-0.05902258420134343,2.5537169310486516,0.5,9
0,30,1268.0,107.23130226491496,4,1.0708973954701702,-10.53246153117711,0.5,13
0,40,2875.0,129.84963030218407,2,-3.715199260604367,-42.08858936551648,0.5,36
0,50,3770.0,117.48426145446776,0,-2.621568522908934,-83.11322043290434,0.5,43
0,60,3414.0,133.0795919938635,0,-2.5558791839877255,-111.95734937732753,0.5,51
0,70,2423.0,126.23079922014696,2,-1.6290015984402935,-131.40083638294553,0.5,59
0,80,3196.0,143.87561213405485,0,-3.099831224268109,-163.78780192695916,0.5,67
0,90,4061.0,156.10935852160455,0,-4.055998717043209,-209.67762531759118,0.5,75
0,100,4180.0,160.05710516431185,0,-3.5385142103286236,-248.81754255128607,0.5,83
0,110,4102.0,157.4808726810991,0,-2.8469217453621978,-284.96220612091196,0.5,93
0,120,5617.0,183.3380993414742,0,-5.5666761986829485,-329.56868962885767,0.5,101
0,130,7976.0,197.13026491652445,0,-5.394260529833049,-388.59399960336674,0.5,106
0,140,5930.0,179.37992310668903,2,-5.058759846213378,-440.05015184169304,0.5,114
0,150,3354.0,168.7089177391827,0,-3.0203378354783643,-477.9247890909572,0.5,123
0,160,4001.0,172.7891612159086,0,-3.4565583224318157,-507.8472842415643,0.5,132
0,170,4610.0,164.17832104530532,2,-5.46215664209061,-545.7279501429749,0.5,139
0,180,4538.0,156.13575851828796,0,-4.513511517036575,-589.7221964197017,0.5,143
0,190,4335.0,138.7860009301787,2,-4.963872001860356,-631.3367004729089,0.5,150
1,200,0.0,40.1119839181229,0,1.1197760321637544,1.1197760321637544,0.48,156
1,210,370.0,54.83281466411594,0,-0.14426562932823161,5.101919160861293,0.48,158
1,220,490.0,66.7660791577953,0,0.2562678416844095,4.445802588571072,0.48,167
1,230,1071.0,103.98618841496211,0,-0.2075523768299239,-2.7839537378081585,0.48,175
1,240,2964.0,162.46659124667354,0,-4.729653182493347,-34.881394626071454,0.48,185
1,250,4736.0,181.76747769298362,0,-6.5048149553859655,-80.62053538325152,0.48,194
1,260,3005.0,157.99987820666192,1,-1.4708997564133233,-117.99595747881754,0.48,201
1,270,2250.0,130.3504818120824,4,-0.23170096362416448,-145.5641836431777,0.48,212
1,280,3411.0,148.4773889400124,0,-5.139734777880024,-178.00583779187266,0.48,216
1,290,5010.0,146.8085180770067,4,-6.0836170361540125,-235.56846781506502,0.48,222
1,300,7067.0,156.630478029996,0,-5.661260956059992,-301.6971789814019,0.48,223
1,310,7299.0,145.73523848643907,2,-5.655470476972878,-362.8662851084839,0.48,223
1,320,6692.0,138.92675383495518,2,-5.231853507669909,-412.3637251444483,0.48,225
1,330,6086.0,154.90542310241628,0,-4.915810846204833,-452.9630378056585,0.48,227
1,340,5231.0,132.58318752132254,0,-7.0651663750426446,-504.06337588906206,0.48,228
1,350,4141.0,106.2098667984265,0,-3.830599733596853,-555.2347463051647,0.48,230
1,360,1910.0,118.56256321516221,2,-0.7909251264303236,-578.4449081843496,0.48,233
1,370,2654.0,133.8206552945723,0,-4.626561310589144,-599.0126282703634,0.48,240
1,380,3015.0,124.56261005940783,0,-2.421825220118815,-634.8700914543815,0.48,243
1,390,2370.0,126.85996172763441,0,-2.9303199234552677,-660.5204060348001,0.48,245
2,400,0.0,42.12237205192998,0,1.1157552558961403,1.1157552558961403,0.4608,252
2,410,95.0,55.66188025309864,0,1.0435762394938028,7.130702786105832,0.4608,254
2,420,995.0,95.05310837114762,0,-1.9512062167422952,1.2279265481234445,0.4608,261
2,430,1811.0,118.66352221325972,2,-2.9921070444265188,-12.207175186354245,0.4608,266
2,440,1986.0,97.32383247783466,0,-0.5549276649556685,-37.47845293626425,0.4608,266
2,450,1115.0,110.7800122273883,0,0.7877399755452239,-39.78836052194451,0.4608,269
2,460,942.0,113.46503014003412,0,0.26790993971993204,-40.10192936297293,0.4608,274
2,470,2442.0,147.85491438320724,4,-3.4208698287664134,-65.34170988572598,0.4608,276
2,480,3539.0,171.07578948970416,0,-3.2323715789794076,-95.96535705972356,0.4608,286
2,490,5607.0,204.57962130470625,0,-7.009159242609412,-147.47994431007606,0.4608,290
2,500,7396.0,209.30323404994093,0,-6.218606468099882,-210.17633289852824,0.4608,295
2,510,7248.0,196.8102951972762,2,-4.3676205903945515,-260.21070584302606,0.4608,298
2,520,4077.0,183.21090400240521,0,-4.3198818080048085,-297.95500159934886,0.4608,306
2,530,5632.0,196.46229809581342,0,-5.092924596191626,-357.9374579659719,0.4608,311
2,540,7649.0,191.07878976752914,2,-5.8821575795350585,-422.9197346859035,0.4608,313
2,550,9753.0,173.6397192835804,0,-5.74727943856716,-483.1465086596059,0.4608,315
2,560,9018.0,151.3989357646567,2,-3.404797871529313,-532.6547768932186,0.4608,318
2,570,12184.0,199.47888888888906,2,-7.298957777777779,-595.9506991330104,0.4608,322
2,580,15984.0,211.14083183583134,0,-7.022281663671662,-667.6536730959823,0.4608,322
2,590,17989.0,180.6581139258495,0,-5.4613162278516985,-734.9287786751099,0.4608,322
3,600,0.0,33.137170762672085,0,1.133725658474656,1.133725658474656,0.442368,325
3,610,231.0,60.80561363282887,0,1.2160087727343425,7.046403909881269,0.442368,329
3,620,496.0,78.4612300600857,0,0.4009975398798289,6.100456224820793,0.442368,334
3,630,1196.0,106.01333495851325,1,0.24189333008297353,-1.2151816445260235,0.442368,340
