episode,reward
1,-688.0580061707681
2,-668.5220041633783
3,-773.9030213571168
4,-596.00064460641
5,-899.5979162859253
6,-455.0058581349469
7,-639.6101059045405
8,-424.9919034297551
9,-304.91793160503295
10,-331.2893352002076
11,-139.9983079553318
12,-203.86518011239687
13,-252.27771234922645
14,-650.541897721873
15,-260.06547723404196
16,-161.28690320617963
17,-769.4291032132384
18,-171.50476356691775
19,-108.01817166767044
20,-78.61273874068131
21,-0.9215335785789169
22,-439.54671700491565
23,-190.25149235766352
24,-103.65731604122003
25,-262.4762700879608
26,-33.91123882276087
27,-771.6545391726039
28,-554.89826487168
29,-193.59757567607423
30,-8.27394673259797
31,-125.58990818936967
32,-331.2897265485072
33,-171.16699738504738
34,-158.6355774925225
35,-23.22589256633881
36,-325.5145785302036
37,-115.94005340075876
38,-82.56984575728487
39,-43.62189931344012
40,4.5812364161611505
41,-109.40387165818643
42,-10.712916620045208
43,22.934062208118707
44,-735.7104221480879
45,-619.6093460940805
46,-286.18777050580974
47,-126.19960182688824
48,-5.02667312680328
49,-248.23436597016985
50,-61.481809176833494
51,13.640352931766179
52,-380.3869383041622
53,3.4198548438023275
54,-150.98712674928828
55,-11.137771731377638
56,-42.76789705129765
57,-102.09502770675809
58,-288.34828056986373
59,-37.275355464683
60,52.45864623932639
61,-417.4893018703786
62,-37.55929513769563
63,-14.01793852743627
64,-25.98333268480049
65,1.4169696413732424
66,-21.56283670830029
67,22.109476769350017
68,-55.481827171636475
69,-114.68235061483085
70,-673.0921450525757
71,-159.129446435983
72,18.283291501049078
73,-22.96817738387996
74,-63.48172760801296
75,-156.6043993597865
76,-135.26941676472367
77,-66.57123087699732
78,-18.562818406898234
79,-7.857169921647889
80,-25.228696185192252
81,-115.31399626441159
82,-122.52610648015252
83,-73.73872954428867
84,-203.3530505619368
85,-99.6311592867055
86,-64.43157544552417
87,-20.368062637922538
88,-0.40121829593629976
89,13.308920931665481
90,-2.1459640772305058
91,-55.590017740161954
92,-51.56000990478065
93,-244.19096059149769
94,-44.83591250817252
95,-58.782716054936785
96,-136.92559443202833
97,-170.28080780998351
98,-723.1353970551181
99,-310.4807608272418
100,-168.24916117397794
